Case ID,Activity,Complete Timestamp,Variant,Variant index
2,Return application back to applicant,2017-09-18 01:17:49.944,Variant 39,39
2,Receive updated application,2017-09-18 01:36:16.620,Variant 39,39
2,Check  application  form completeness,2017-09-18 01:53:06.530,Variant 39,39
2,Return application back to applicant,2017-09-18 02:51:43.364,Variant 39,39
2,Receive updated application,2017-09-18 03:06:25.325,Variant 39,39
2,Check  application  form completeness,2017-09-18 06:57:28.333,Variant 39,39
2,Return application back to applicant,2017-09-18 07:31:52.038,Variant 39,39
2,Receive updated application,2017-09-18 08:44:37.866,Variant 39,39
2,Check  application  form completeness,2017-09-18 09:28:25.405,Variant 39,39
2,Return application back to applicant,2017-09-18 13:04:19.970,Variant 39,39
2,Receive updated application,2017-09-18 15:01:09.026,Variant 39,39
2,Check  application  form completeness,2017-09-18 15:25:09.710,Variant 39,39
2,Verify repayment agreement,2017-09-18 15:25:09.710,Variant 39,39
2,Check credit history,2017-09-18 15:57:24.994,Variant 39,39
2,Appraise property,2017-09-18 16:41:47.076,Variant 39,39
2,end_event_Loan  application canceled,2017-09-18 16:41:47.076,Variant 39,39
2,Assess loan risk,2017-09-18 19:13:43.680,Variant 39,39
2,Assess eligibility,2017-09-18 20:22:17.689,Variant 39,39
2,Check if home insurance quote is requested,2017-09-18 21:12:11.908,Variant 39,39
2,Send acceptance pack,2017-09-18 21:28:21.255,Variant 39,39
2,Verify repayment agreement,2017-09-18 22:52:46.150,Variant 39,39
2,Assess eligibility,2017-09-18 22:52:46.150,Variant 39,39
2,Approve application,2017-09-19 02:13:49.587,Variant 39,39
2,end_event_Loan  application approved,2017-09-19 03:11:04.620,Variant 39,39
2,End,2017-09-19 03:11:04.620,Variant 39,39
3,Start,2017-09-18 15:35:41.597,Variant 2,2
3,start_event_Loan  application received,2017-09-18 15:35:41.597,Variant 2,2
3,Check  application  form completeness,2017-09-18 17:31:07.803,Variant 2,2
3,Check credit history,2017-09-18 17:57:54.818,Variant 2,2
3,Assess loan risk,2017-09-18 20:23:45.486,Variant 2,2
3,Appraise property,2017-09-18 20:29:07.605,Variant 2,2
3,Assess eligibility,2017-09-18 20:57:53.587,Variant 2,2
3,Reject application,2017-09-18 21:46:09.764,Variant 2,2
3,end_event_Loan application rejected,2017-09-18 22:02:48.323,Variant 2,2
3,End,2017-09-18 22:02:48.323,Variant 2,2
4,Start,2017-09-19 23:39:57.248,Variant 40,40
4,start_event_Loan  application received,2017-09-19 23:39:57.248,Variant 40,40
4,Check  application  form completeness,2017-09-19 23:44:35.705,Variant 40,40
4,end_event_Loan  application approved,2017-09-19 23:44:35.705,Variant 40,40
4,Check credit history,2017-09-19 23:56:20.151,Variant 40,40
4,Appraise property,2017-09-19 23:56:51.807,Variant 40,40
4,Assess loan risk,2017-09-20 00:28:41.474,Variant 40,40
4,Assess eligibility,2017-09-20 00:38:26.379,Variant 40,40
4,Reject application,2017-09-20 01:16:55.550,Variant 40,40
4,end_event_Loan application rejected,2017-09-20 04:22:11.607,Variant 40,40
4,End,2017-09-20 04:22:11.607,Variant 40,40
5,Start,2017-09-20 07:55:04.500,Variant 41,41
5,start_event_Loan  application received,2017-09-20 07:55:04.500,Variant 41,41
5,Check  application  form completeness,2017-09-20 09:43:12.732,Variant 41,41
5,Appraise property,2017-09-20 12:06:21.351,Variant 41,41
5,Check credit history,2017-09-20 14:06:51.866,Variant 41,41
5,Assess loan risk,2017-09-20 15:11:16.424,Variant 41,41
5,Send acceptance pack,2017-09-20 15:11:16.424,Variant 41,41
5,Assess eligibility,2017-09-20 15:11:47.014,Variant 41,41
5,Check if home insurance quote is requested,2017-09-20 15:13:43.549,Variant 41,41
5,Send home insurance quote,2017-09-20 17:12:53.612,Variant 41,41
5,Verify repayment agreement,2017-09-20 17:58:04.496,Variant 41,41
5,Approve application,2017-09-20 18:25:22.021,Variant 41,41
5,end_event_Loan  application approved,2017-09-20 18:51:18.226,Variant 41,41
5,End,2017-09-20 18:51:18.226,Variant 41,41
6,Start,2017-09-21 03:31:03.881,Variant 42,42
6,start_event_Loan  application received,2017-09-21 03:31:03.881,Variant 42,42
6,end_event_Loan  application approved,2017-09-21 03:31:03.881,Variant 42,42
6,Check  application  form completeness,2017-09-21 06:05:03.628,Variant 42,42
6,Return application back to applicant,2017-09-21 10:00:18.861,Variant 42,42
6,Receive updated application,2017-09-21 11:03:51.663,Variant 42,42
6,Check  application  form completeness,2017-09-21 11:47:38.240,Variant 42,42
6,Check credit history,2017-09-21 13:07:10.997,Variant 42,42
6,Appraise property,2017-09-21 14:43:57.790,Variant 42,42
6,Reject application,2017-09-21 14:43:57.790,Variant 42,42
6,Assess loan risk,2017-09-21 15:10:04.805,Variant 42,42
6,end_event_Loan  application approved,2017-09-21 15:10:04.805,Variant 42,42
6,Assess eligibility,2017-09-21 15:24:04.798,Variant 42,42
6,Check  application  form completeness,2017-09-21 15:24:04.798,Variant 42,42
6,Check if home insurance quote is requested,2017-09-21 16:17:03.050,Variant 42,42
6,Send home insurance quote,2017-09-21 17:46:08.346,Variant 42,42
6,Verify repayment agreement,2017-09-21 18:02:10.566,Variant 42,42
6,Cancel application,2017-09-21 18:17:04.010,Variant 42,42
6,end_event_Loan  application canceled,2017-09-21 21:12:25.039,Variant 42,42
6,End,2017-09-21 21:12:25.039,Variant 42,42
7,Start,2017-09-21 12:13:36.827,Variant 43,43
7,start_event_Loan  application received,2017-09-21 12:13:36.827,Variant 43,43
7,Check  application  form completeness,2017-09-21 12:30:17.960,Variant 43,43
7,Check credit history,2017-09-21 12:35:54.152,Variant 43,43
7,Appraise property,2017-09-21 12:53:27.540,Variant 43,43
7,Assess loan risk,2017-09-21 13:47:15.258,Variant 43,43
7,Assess eligibility,2017-09-21 14:42:46.380,Variant 43,43
7,Check if home insurance quote is requested,2017-09-21 15:08:30.020,Variant 43,43
7,end_event_Loan  application approved,2017-09-21 15:08:30.020,Variant 43,43
7,Send acceptance pack,2017-09-21 15:58:20.620,Variant 43,43
7,Verify repayment agreement,2017-09-21 17:21:36.240,Variant 43,43
7,Approve application,2017-09-21 18:38:14.280,Variant 43,43
7,end_event_Loan  application approved,2017-09-21 19:11:24.633,Variant 43,43
7,End,2017-09-21 19:11:24.633,Variant 43,43
8,Start,2017-09-23 03:39:00.499,Variant 4,4
8,start_event_Loan  application received,2017-09-23 03:39:00.499,Variant 4,4
8,Check  application  form completeness,2017-09-23 03:50:03.755,Variant 4,4
8,Check credit history,2017-09-23 04:59:56.045,Variant 4,4
8,Appraise property,2017-09-23 05:11:45.144,Variant 4,4
8,Assess loan risk,2017-09-23 05:53:49.827,Variant 4,4
8,Assess eligibility,2017-09-23 05:55:22.705,Variant 4,4
8,Reject application,2017-09-23 06:27:51.616,Variant 4,4
8,end_event_Loan application rejected,2017-09-23 06:44:58.884,Variant 4,4
8,End,2017-09-23 06:44:58.884,Variant 4,4
9,Start,2017-09-23 09:29:45.499,Variant 44,44
9,start_event_Loan  application received,2017-09-23 09:29:45.499,Variant 44,44
9,Check  application  form completeness,2017-09-23 11:56:07.344,Variant 44,44
9,Return application back to applicant,2017-09-23 12:00:41.539,Variant 44,44
9,Return application back to applicant,2017-09-23 12:00:41.539,Variant 44,44
9,Receive updated application,2017-09-23 12:04:09.278,Variant 44,44
9,Return application back to applicant,2017-09-23 12:04:09.278,Variant 44,44
9,Check  application  form completeness,2017-09-23 12:46:51.047,Variant 44,44
9,Appraise property,2017-09-23 13:18:04.114,Variant 44,44
9,Check credit history,2017-09-23 14:57:35.686,Variant 44,44
9,Assess loan risk,2017-09-23 15:01:18.892,Variant 44,44
9,Assess eligibility,2017-09-23 17:06:52.501,Variant 44,44
9,Reject application,2017-09-23 18:25:22.775,Variant 44,44
9,end_event_Loan application rejected,2017-09-23 18:31:47.169,Variant 44,44
9,End,2017-09-23 18:31:47.169,Variant 44,44
10,Start,2017-09-25 15:43:48.720,Variant 6,6
10,start_event_Loan  application received,2017-09-25 15:43:48.720,Variant 6,6
10,Check  application  form completeness,2017-09-25 16:49:27.664,Variant 6,6
10,Return application back to applicant,2017-09-25 16:54:04.122,Variant 6,6
10,Receive updated application,2017-09-25 16:56:41.617,Variant 6,6
10,Check  application  form completeness,2017-09-25 19:03:33.200,Variant 6,6
10,Check credit history,2017-09-25 21:26:25.104,Variant 6,6
10,Appraise property,2017-09-25 21:28:03.044,Variant 6,6
10,Assess loan risk,2017-09-25 21:34:54.205,Variant 6,6
10,Assess eligibility,2017-09-25 22:08:16.649,Variant 6,6
10,Reject application,2017-09-25 23:02:31.457,Variant 6,6
10,end_event_Loan application rejected,2017-09-25 23:03:14.162,Variant 6,6
10,End,2017-09-25 23:03:14.162,Variant 6,6
11,Start,2017-09-25 17:40:00.884,Variant 1,1
11,start_event_Loan  application received,2017-09-25 17:40:00.884,Variant 1,1
11,Check  application  form completeness,2017-09-25 18:04:12.602,Variant 1,1
11,Appraise property,2017-09-25 18:44:09.248,Variant 1,1
11,Check credit history,2017-09-25 21:06:05.217,Variant 1,1
11,Assess loan risk,2017-09-25 22:31:52.563,Variant 1,1
11,Assess eligibility,2017-09-25 23:33:55.311,Variant 1,1
11,Reject application,2017-09-25 23:49:24.352,Variant 1,1
11,end_event_Loan application rejected,2017-09-25 23:49:59.521,Variant 1,1
11,End,2017-09-25 23:49:59.521,Variant 1,1
12,Start,2017-09-25 23:49:59.521,Variant 45,45
12,end_event_Loan  application canceled,2017-09-25 23:49:59.521,Variant 45,45
12,start_event_Loan  application received,2017-09-27 09:31:19.243,Variant 45,45
12,Check  application  form completeness,2017-09-27 10:43:08.474,Variant 45,45
12,Return application back to applicant,2017-09-27 11:07:29.554,Variant 45,45
12,Receive updated application,2017-09-27 12:05:45.338,Variant 45,45
12,Check  application  form completeness,2017-09-27 16:59:14.222,Variant 45,45
12,Appraise property,2017-09-27 17:01:58.486,Variant 45,45
12,Check credit history,2017-09-27 18:09:17.502,Variant 45,45
12,Assess loan risk,2017-09-27 18:48:59.345,Variant 45,45
12,Assess eligibility,2017-09-27 19:47:55.512,Variant 45,45
12,Reject application,2017-09-27 22:23:09.514,Variant 45,45
12,end_event_Loan application rejected,2017-09-28 00:42:04.522,Variant 45,45
12,End,2017-09-28 00:42:04.522,Variant 45,45
13,Start,2017-10-01 05:31:59.303,Variant 46,46
13,start_event_Loan  application received,2017-10-01 05:31:59.303,Variant 46,46
13,Check  application  form completeness,2017-10-01 05:57:07.978,Variant 46,46
13,Return application back to applicant,2017-10-01 07:27:29.564,Variant 46,46
13,Assess loan risk,2017-10-01 07:27:29.564,Variant 46,46
13,Receive updated application,2017-10-01 07:43:05.215,Variant 46,46
13,Check  application  form completeness,2017-10-01 09:34:14.391,Variant 46,46
13,Return application back to applicant,2017-10-01 10:43:20.291,Variant 46,46
13,Assess eligibility,2017-10-01 10:43:20.291,Variant 46,46
13,Receive updated application,2017-10-01 11:24:59.783,Variant 46,46
13,Return application back to applicant,2017-10-01 11:24:59.783,Variant 46,46
13,Check  application  form completeness,2017-10-01 11:45:01.416,Variant 46,46
13,start_event_Loan  application received,2017-10-01 11:45:01.416,Variant 46,46
13,Appraise property,2017-10-01 12:04:48.376,Variant 46,46
13,Check credit history,2017-10-01 12:13:56.170,Variant 46,46
13,Assess loan risk,2017-10-01 12:43:03.273,Variant 46,46
13,Assess eligibility,2017-10-01 13:29:35.388,Variant 46,46
13,Reject application,2017-10-01 13:56:39.919,Variant 46,46
13,end_event_Loan application rejected,2017-10-01 15:10:31.335,Variant 46,46
13,End,2017-10-01 15:10:31.335,Variant 46,46
14,Start,2017-10-01 10:43:57.108,Variant 47,47
14,start_event_Loan  application received,2017-10-01 10:43:57.108,Variant 47,47
14,Check  application  form completeness,2017-10-01 12:36:59.718,Variant 47,47
14,Reject application,2017-10-01 12:36:59.718,Variant 47,47
14,Return application back to applicant,2017-10-01 15:24:36.155,Variant 47,47
14,Receive updated application,2017-10-01 15:38:29.247,Variant 47,47
14,Check  application  form completeness,2017-10-01 20:14:26.815,Variant 47,47
14,Check credit history,2017-10-01 21:32:11.080,Variant 47,47
14,Appraise property,2017-10-01 22:36:16.287,Variant 47,47
14,Assess loan risk,2017-10-01 23:13:56.428,Variant 47,47
14,Assess eligibility,2017-10-01 23:44:21.345,Variant 47,47
14,Receive updated application,2017-10-01 23:44:21.345,Variant 47,47
14,Reject application,2017-10-02 00:35:57.675,Variant 47,47
14,end_event_Loan application rejected,2017-10-02 02:11:24.852,Variant 47,47
14,End,2017-10-02 02:11:24.852,Variant 47,47
15,Start,2017-10-01 15:09:16.843,Variant 48,48
15,start_event_Loan  application received,2017-10-01 15:09:16.843,Variant 48,48
15,Check  application  form completeness,2017-10-01 16:15:28.836,Variant 48,48
15,Return application back to applicant,2017-10-01 17:06:54.943,Variant 48,48
15,Receive updated application,2017-10-01 20:04:39.345,Variant 48,48
15,Check  application  form completeness,2017-10-01 22:35:07.512,Variant 48,48
15,Return application back to applicant,2017-10-01 23:56:40.205,Variant 48,48
15,Receive updated application,2017-10-02 00:08:07.126,Variant 48,48
15,Check  application  form completeness,2017-10-02 00:56:46.510,Variant 48,48
15,Check credit history,2017-10-02 01:32:43.282,Variant 48,48
15,Check if home insurance quote is requested,2017-10-02 01:32:43.282,Variant 48,48
15,Assess loan risk,2017-10-02 02:05:52.875,Variant 48,48
15,Appraise property,2017-10-02 02:12:56.758,Variant 48,48
15,Assess eligibility,2017-10-02 04:50:38.575,Variant 48,48
15,Check if home insurance quote is requested,2017-10-02 05:30:58.687,Variant 48,48
15,Send home insurance quote,2017-10-02 05:42:56.384,Variant 48,48
15,Verify repayment agreement,2017-10-02 06:26:32.047,Variant 48,48
15,Approve application,2017-10-02 08:07:38.805,Variant 48,48
15,end_event_Loan  application approved,2017-10-02 08:52:15.749,Variant 48,48
15,End,2017-10-02 08:52:15.749,Variant 48,48
16,Start,2017-10-02 06:15:20.334,Variant 8,8
16,start_event_Loan  application received,2017-10-02 06:15:20.334,Variant 8,8
16,Check  application  form completeness,2017-10-02 06:39:33.312,Variant 8,8
16,Appraise property,2017-10-02 07:15:02.836,Variant 8,8
16,Check credit history,2017-10-02 07:29:20.003,Variant 8,8
16,Assess loan risk,2017-10-02 08:22:56.338,Variant 8,8
16,Assess eligibility,2017-10-02 08:39:15.510,Variant 8,8
16,Check if home insurance quote is requested,2017-10-02 09:44:21.551,Variant 8,8
16,Send home insurance quote,2017-10-02 12:02:11.521,Variant 8,8
16,Verify repayment agreement,2017-10-02 12:09:43.920,Variant 8,8
16,Approve application,2017-10-02 12:21:04.636,Variant 8,8
16,end_event_Loan  application approved,2017-10-02 12:49:37.929,Variant 8,8
16,End,2017-10-02 12:49:37.929,Variant 8,8
17,Start,2017-10-03 02:30:29.322,Variant 49,49
17,start_event_Loan  application received,2017-10-03 02:30:29.322,Variant 49,49
17,Check  application  form completeness,2017-10-03 02:51:43.654,Variant 49,49
17,Return application back to applicant,2017-10-03 04:13:21.614,Variant 49,49
17,Receive updated application,2017-10-03 05:59:40.838,Variant 49,49
17,Check  application  form completeness,2017-10-03 06:18:35.218,Variant 49,49
17,Appraise property,2017-10-03 07:50:55.680,Variant 49,49
17,Check credit history,2017-10-03 08:35:42.786,Variant 49,49
17,end_event_Loan  application approved,2017-10-03 08:35:42.786,Variant 49,49
17,Assess loan risk,2017-10-03 09:32:23.890,Variant 49,49
17,Assess eligibility,2017-10-03 11:34:55.941,Variant 49,49
17,Check if home insurance quote is requested,2017-10-03 12:25:31.706,Variant 49,49
17,Send acceptance pack,2017-10-03 12:27:23.559,Variant 49,49
17,Verify repayment agreement,2017-10-03 14:24:39.647,Variant 49,49
17,Cancel application,2017-10-03 14:29:07.140,Variant 49,49
17,end_event_Loan  application canceled,2017-10-03 16:14:14.933,Variant 49,49
17,End,2017-10-03 16:14:14.933,Variant 49,49
18,Start,2017-10-05 18:39:42.675,Variant 21,21
18,start_event_Loan  application received,2017-10-05 18:39:42.675,Variant 21,21
18,Check  application  form completeness,2017-10-05 19:59:47.596,Variant 21,21
18,Return application back to applicant,2017-10-05 20:54:33.175,Variant 21,21
18,Receive updated application,2017-10-05 22:04:53.340,Variant 21,21
18,Check  application  form completeness,2017-10-05 22:51:22.086,Variant 21,21
18,Appraise property,2017-10-05 23:42:26.984,Variant 21,21
18,Check credit history,2017-10-05 23:43:07.946,Variant 21,21
18,Assess loan risk,2017-10-06 00:06:27.065,Variant 21,21
18,Assess eligibility,2017-10-06 02:02:58.877,Variant 21,21
18,Check if home insurance quote is requested,2017-10-06 02:54:56.120,Variant 21,21
18,Send home insurance quote,2017-10-06 03:38:43.044,Variant 21,21
18,Verify repayment agreement,2017-10-06 03:42:56.833,Variant 21,21
18,Cancel application,2017-10-06 04:25:07.141,Variant 21,21
18,end_event_Loan  application canceled,2017-10-06 04:59:54.999,Variant 21,21
18,End,2017-10-06 04:59:54.999,Variant 21,21
19,Start,2017-10-07 08:23:49.994,Variant 50,50
19,start_event_Loan  application received,2017-10-07 08:23:49.994,Variant 50,50
19,Check  application  form completeness,2017-10-07 08:49:17.290,Variant 50,50
19,Appraise property,2017-10-07 08:52:54.539,Variant 50,50
19,Check credit history,2017-10-07 09:25:10.998,Variant 50,50
19,Assess loan risk,2017-10-07 10:39:40.484,Variant 50,50
19,Assess eligibility,2017-10-07 10:40:55.142,Variant 50,50
19,Return application back to applicant,2017-10-07 10:40:55.142,Variant 50,50
19,Check if home insurance quote is requested,2017-10-07 11:12:49.442,Variant 50,50
19,Send home insurance quote,2017-10-07 12:20:45.810,Variant 50,50
19,Verify repayment agreement,2017-10-07 12:31:47.808,Variant 50,50
19,Cancel application,2017-10-07 12:43:07.668,Variant 50,50
19,end_event_Loan  application canceled,2017-10-07 15:15:59.586,Variant 50,50
19,End,2017-10-07 15:15:59.586,Variant 50,50
20,start_event_Loan  application received,2017-10-07 12:04:12.505,Variant 51,51
20,Check  application  form completeness,2017-10-07 12:24:38.025,Variant 51,51
20,Approve application,2017-10-07 12:24:38.025,Variant 51,51
20,Return application back to applicant,2017-10-07 13:08:11.650,Variant 51,51
20,Receive updated application,2017-10-07 13:12:38.723,Variant 51,51
20,Check  application  form completeness,2017-10-07 13:23:53.096,Variant 51,51
20,Check credit history,2017-10-07 13:30:33.429,Variant 51,51
20,Assess loan risk,2017-10-07 14:23:52.254,Variant 51,51
20,Start,2017-10-07 15:15:59.586,Variant 51,51
20,Return application back to applicant,2017-10-07 15:15:59.586,Variant 51,51
20,Appraise property,2017-10-07 15:41:59.853,Variant 51,51
20,Assess eligibility,2017-10-07 16:10:52.383,Variant 51,51
20,Check if home insurance quote is requested,2017-10-07 16:52:50.233,Variant 51,51
20,Send home insurance quote,2017-10-07 16:54:17.999,Variant 51,51
20,Verify repayment agreement,2017-10-07 17:05:17.391,Variant 51,51
20,Approve application,2017-10-07 17:27:59.080,Variant 51,51
20,end_event_Loan  application approved,2017-10-07 19:18:03.644,Variant 51,51
20,End,2017-10-07 19:18:03.644,Variant 51,51
21,Start,2017-10-09 18:38:33.205,Variant 52,52
21,start_event_Loan  application received,2017-10-09 18:38:33.205,Variant 52,52
21,Check  application  form completeness,2017-10-09 18:53:50.507,Variant 52,52
21,Return application back to applicant,2017-10-09 19:57:43.615,Variant 52,52
21,Receive updated application,2017-10-09 20:08:40.300,Variant 52,52
21,Check  application  form completeness,2017-10-09 20:35:55.676,Variant 52,52
21,Assess loan risk,2017-10-09 20:35:55.676,Variant 52,52
21,Check credit history,2017-10-09 21:24:25.939,Variant 52,52
21,Appraise property,2017-10-09 22:32:21.831,Variant 52,52
21,Assess loan risk,2017-10-09 22:41:35.112,Variant 52,52
21,Assess eligibility,2017-10-09 23:28:05.974,Variant 52,52
21,Reject application,2017-10-09 23:46:09.830,Variant 52,52
21,end_event_Loan application rejected,2017-10-09 23:51:37.313,Variant 52,52
21,End,2017-10-09 23:51:37.313,Variant 52,52
22,Start,2017-10-09 23:51:37.313,Variant 53,53
22,Cancel application,2017-10-09 23:51:37.313,Variant 53,53
22,start_event_Loan  application received,2017-10-10 04:10:39.540,Variant 53,53
22,Check  application  form completeness,2017-10-10 05:19:24.699,Variant 53,53
22,Return application back to applicant,2017-10-10 08:22:18.209,Variant 53,53
22,Receive updated application,2017-10-10 08:22:37.705,Variant 53,53
22,Check  application  form completeness,2017-10-10 08:41:55.990,Variant 53,53
22,Appraise property,2017-10-10 09:44:09.030,Variant 53,53
22,Check credit history,2017-10-10 11:19:42.993,Variant 53,53
22,Assess loan risk,2017-10-10 12:12:11.106,Variant 53,53
22,Appraise property,2017-10-10 12:12:11.106,Variant 53,53
22,Assess eligibility,2017-10-10 15:52:21.188,Variant 53,53
22,Reject application,2017-10-10 16:31:18.850,Variant 53,53
22,end_event_Loan application rejected,2017-10-10 16:45:49.508,Variant 53,53
22,End,2017-10-10 16:45:49.508,Variant 53,53
23,Start,2017-10-11 04:11:18.483,Variant 54,54
23,start_event_Loan  application received,2017-10-11 04:11:18.483,Variant 54,54
23,Check  application  form completeness,2017-10-11 05:11:20.132,Variant 54,54
23,Check credit history,2017-10-11 05:52:06.538,Variant 54,54
23,Assess loan risk,2017-10-11 05:52:23.859,Variant 54,54
23,Appraise property,2017-10-11 06:07:25.914,Variant 54,54
23,Assess eligibility,2017-10-11 07:03:22.790,Variant 54,54
23,Receive updated application,2017-10-11 07:03:22.790,Variant 54,54
23,Check if home insurance quote is requested,2017-10-11 07:13:44.591,Variant 54,54
23,Send home insurance quote,2017-10-11 07:19:15.536,Variant 54,54
23,Verify repayment agreement,2017-10-11 08:24:43.226,Variant 54,54
23,Approve application,2017-10-11 10:13:39.906,Variant 54,54
23,end_event_Loan  application approved,2017-10-11 10:44:23.748,Variant 54,54
23,End,2017-10-11 10:44:23.748,Variant 54,54
24,Start,2017-10-11 19:41:34.952,Variant 1,1
24,start_event_Loan  application received,2017-10-11 19:41:34.952,Variant 1,1
24,Check  application  form completeness,2017-10-11 20:00:16.614,Variant 1,1
24,Appraise property,2017-10-11 20:21:51.387,Variant 1,1
24,Check credit history,2017-10-11 22:34:01.877,Variant 1,1
24,Assess loan risk,2017-10-11 22:56:50.155,Variant 1,1
24,Assess eligibility,2017-10-11 23:15:26.870,Variant 1,1
24,Reject application,2017-10-12 00:56:21.331,Variant 1,1
24,end_event_Loan application rejected,2017-10-12 01:50:08.635,Variant 1,1
24,End,2017-10-12 01:50:08.635,Variant 1,1
25,Start,2017-10-12 17:16:23.242,Variant 13,13
25,start_event_Loan  application received,2017-10-12 17:16:23.242,Variant 13,13
25,Check  application  form completeness,2017-10-12 17:48:45.552,Variant 13,13
25,Return application back to applicant,2017-10-12 22:04:48.251,Variant 13,13
25,Receive updated application,2017-10-12 22:51:51.624,Variant 13,13
25,Check  application  form completeness,2017-10-12 22:57:29.662,Variant 13,13
25,Return application back to applicant,2017-10-12 23:28:19.011,Variant 13,13
25,Receive updated application,2017-10-13 00:22:55.795,Variant 13,13
25,Check  application  form completeness,2017-10-13 00:43:04.189,Variant 13,13
25,Check credit history,2017-10-13 02:18:09.353,Variant 13,13
25,Assess loan risk,2017-10-13 03:32:06.351,Variant 13,13
25,Appraise property,2017-10-13 03:51:07.761,Variant 13,13
25,Assess eligibility,2017-10-13 04:02:53.305,Variant 13,13
25,Reject application,2017-10-13 04:13:27.128,Variant 13,13
25,end_event_Loan application rejected,2017-10-13 04:31:44.145,Variant 13,13
25,End,2017-10-13 04:31:44.145,Variant 13,13
26,Start,2017-10-12 18:04:44.823,Variant 55,55
26,start_event_Loan  application received,2017-10-12 18:04:44.823,Variant 55,55
26,Check  application  form completeness,2017-10-12 18:08:47.215,Variant 55,55
26,Return application back to applicant,2017-10-12 19:30:41.388,Variant 55,55
26,Receive updated application,2017-10-12 19:55:22.255,Variant 55,55
26,Check  application  form completeness,2017-10-12 20:42:38.293,Variant 55,55
26,Appraise property,2017-10-12 21:03:48.000,Variant 55,55
26,Verify repayment agreement,2017-10-12 21:03:48.000,Variant 55,55
26,Check credit history,2017-10-12 22:22:14.944,Variant 55,55
26,Assess loan risk,2017-10-13 01:21:11.403,Variant 55,55
26,Assess eligibility,2017-10-13 01:52:39.289,Variant 55,55
26,Reject application,2017-10-13 02:07:46.608,Variant 55,55
26,end_event_Loan application rejected,2017-10-13 02:16:34.761,Variant 55,55
26,End,2017-10-13 02:16:34.761,Variant 55,55
27,Start,2017-10-14 12:51:58.846,Variant 56,56
27,start_event_Loan  application received,2017-10-14 12:51:58.846,Variant 56,56
27,Check  application  form completeness,2017-10-14 13:12:58.240,Variant 56,56
27,Appraise property,2017-10-14 15:47:22.065,Variant 56,56
27,Check credit history,2017-10-14 16:15:31.459,Variant 56,56
27,Cancel application,2017-10-14 16:15:31.459,Variant 56,56
27,Assess loan risk,2017-10-14 18:33:30.876,Variant 56,56
27,Assess eligibility,2017-10-14 18:40:44.527,Variant 56,56
27,Reject application,2017-10-14 22:05:48.232,Variant 56,56
27,end_event_Loan application rejected,2017-10-15 00:34:13.758,Variant 56,56
27,End,2017-10-15 00:34:13.758,Variant 56,56
28,Start,2017-10-15 00:34:13.758,Variant 37,37
28,Send home insurance quote,2017-10-15 00:34:13.758,Variant 37,37
28,start_event_Loan  application received,2017-10-15 18:35:36.016,Variant 37,37
28,Check  application  form completeness,2017-10-15 18:39:20.069,Variant 37,37
