Case ID,Activity,Complete Timestamp,Variant,Variant index,lifecycle:transition,noise
3,Send home insurance quote,2017-09-20 08:16:56.756,Variant 28,28,,true
3,Verify repayment agreement,2017-09-20 10:02:51.947,Variant 28,28,complete,
3,Cancel application,2017-09-20 10:35:56.536,Variant 28,28,complete,
3,end_event_Loan  application canceled,2017-09-20 11:24:01.763,Variant 28,28,complete,
3,End,2017-09-20 11:24:01.763,Variant 28,28,End,End
4,Start,2017-09-20 18:30:20.233,Variant 15,15,Start,Start
4,start_event_Loan  application received,2017-09-20 18:30:20.233,Variant 15,15,complete,
4,Check  application  form completeness,2017-09-20 21:20:16.118,Variant 15,15,complete,
4,Check credit history,2017-09-20 21:34:52.597,Variant 15,15,complete,
4,Appraise property,2017-09-21 00:19:55.874,Variant 15,15,complete,
4,Assess loan risk,2017-09-21 01:01:55.387,Variant 15,15,complete,
4,Assess eligibility,2017-09-21 01:49:58.023,Variant 15,15,complete,
4,Check if home insurance quote is requested,2017-09-21 02:09:11.066,Variant 15,15,complete,
4,Send acceptance pack,2017-09-21 02:36:21.044,Variant 15,15,complete,
4,Verify repayment agreement,2017-09-21 05:00:44.151,Variant 15,15,complete,
4,Approve application,2017-09-21 05:49:38.579,Variant 15,15,complete,
4,end_event_Loan  application approved,2017-09-21 06:00:39.838,Variant 15,15,complete,
4,End,2017-09-21 06:00:39.838,Variant 15,15,End,End
5,Start,2017-09-21 14:11:40.796,Variant 29,29,Start,Start
5,start_event_Loan  application received,2017-09-21 14:11:40.796,Variant 29,29,complete,
5,Check  application  form completeness,2017-09-21 14:35:18.284,Variant 29,29,complete,
5,Appraise property,2017-09-21 16:19:46.303,Variant 29,29,complete,
5,start_event_Loan  application received,2017-09-21 16:19:46.303,Variant 29,29,,true
5,Check credit history,2017-09-21 16:43:20.474,Variant 29,29,complete,
5,Assess loan risk,2017-09-21 17:12:03.254,Variant 29,29,complete,
5,Assess eligibility,2017-09-21 19:08:54.369,Variant 29,29,complete,
5,Reject application,2017-09-21 19:57:53.241,Variant 29,29,complete,
5,end_event_Loan application rejected,2017-09-21 21:45:39.038,Variant 29,29,complete,
5,End,2017-09-21 21:45:39.038,Variant 29,29,End,End
6,Start,2017-09-21 17:58:20.451,Variant 30,30,Start,Start
6,start_event_Loan  application received,2017-09-21 17:58:20.451,Variant 30,30,complete,
6,Verify repayment agreement,2017-09-21 17:58:20.451,Variant 30,30,,true
6,Check  application  form completeness,2017-09-21 19:10:15.933,Variant 30,30,complete,
6,Return application back to applicant,2017-09-21 19:33:28.142,Variant 30,30,complete,
6,Receive updated application,2017-09-22 02:21:49.784,Variant 30,30,complete,
6,Check  application  form completeness,2017-09-22 03:42:56.744,Variant 30,30,complete,
6,Appraise property,2017-09-22 04:44:54.080,Variant 30,30,complete,
6,Check credit history,2017-09-22 10:07:24.948,Variant 30,30,complete,
6,Assess loan risk,2017-09-22 12:10:05.644,Variant 30,30,complete,
6,Assess eligibility,2017-09-22 15:49:23.203,Variant 30,30,complete,
6,Check if home insurance quote is requested,2017-09-22 15:50:15.271,Variant 30,30,complete,
6,Send home insurance quote,2017-09-22 16:02:56.274,Variant 30,30,complete,
6,Verify repayment agreement,2017-09-22 16:23:40.818,Variant 30,30,complete,
6,Approve application,2017-09-22 16:42:01.303,Variant 30,30,complete,
6,end_event_Loan  application approved,2017-09-22 17:36:57.888,Variant 30,30,complete,
6,Assess eligibility,2017-09-22 17:36:57.888,Variant 30,30,,true
6,End,2017-09-22 17:36:57.888,Variant 30,30,End,End
7,Start,2017-09-22 09:43:10.927,Variant 31,31,Start,Start
7,start_event_Loan  application received,2017-09-22 09:43:10.927,Variant 31,31,complete,
7,Check  application  form completeness,2017-09-22 12:49:14.420,Variant 31,31,complete,
7,Return application back to applicant,2017-09-22 14:22:31.019,Variant 31,31,complete,
7,Receive updated application,2017-09-22 14:35:30.748,Variant 31,31,complete,
7,Check  application  form completeness,2017-09-22 16:37:53.858,Variant 31,31,complete,
7,Verify repayment agreement,2017-09-22 16:37:53.858,Variant 31,31,,true
7,Appraise property,2017-09-22 16:45:51.703,Variant 31,31,complete,
7,Check credit history,2017-09-22 16:56:40.003,Variant 31,31,complete,
7,Assess loan risk,2017-09-22 18:05:38.097,Variant 31,31,complete,
7,Assess eligibility,2017-09-22 19:01:47.272,Variant 31,31,complete,
7,Reject application,2017-09-22 20:32:51.862,Variant 31,31,complete,
7,end_event_Loan application rejected,2017-09-22 23:43:42.766,Variant 31,31,complete,
7,End,2017-09-22 23:43:42.766,Variant 31,31,End,End
8,Start,2017-09-22 23:43:42.766,Variant 32,32,Start,Start
8,Approve application,2017-09-22 23:43:42.766,Variant 32,32,,true
8,start_event_Loan  application received,2017-09-24 13:38:01.595,Variant 32,32,complete,
8,Check  application  form completeness,2017-09-24 16:04:31.998,Variant 32,32,complete,
8,Return application back to applicant,2017-09-24 16:07:06.116,Variant 32,32,complete,
8,Receive updated application,2017-09-24 17:07:28.153,Variant 32,32,complete,
8,Check  application  form completeness,2017-09-24 17:26:21.812,Variant 32,32,complete,
8,Check credit history,2017-09-24 19:06:01.488,Variant 32,32,complete,
8,Appraise property,2017-09-24 19:16:05.759,Variant 32,32,complete,
8,Assess loan risk,2017-09-24 21:03:56.539,Variant 32,32,complete,
8,Send home insurance quote,2017-09-24 21:03:56.539,Variant 32,32,,true
8,Assess eligibility,2017-09-24 21:20:49.954,Variant 32,32,complete,
8,Check if home insurance quote is requested,2017-09-24 21:27:05.480,Variant 32,32,complete,
8,Send home insurance quote,2017-09-24 21:29:55.230,Variant 32,32,complete,
8,Verify repayment agreement,2017-09-24 22:18:14.153,Variant 32,32,complete,
8,Cancel application,2017-09-24 22:26:32.971,Variant 32,32,complete,
8,end_event_Loan  application canceled,2017-09-25 01:09:37.973,Variant 32,32,complete,
8,End,2017-09-25 01:09:37.973,Variant 32,32,End,End
9,Start,2017-09-26 09:44:17.579,Variant 33,33,Start,Start
9,start_event_Loan  application received,2017-09-26 09:44:17.579,Variant 33,33,complete,
9,Check  application  form completeness,2017-09-26 10:35:31.883,Variant 33,33,complete,
9,Check credit history,2017-09-26 12:05:00.078,Variant 33,33,complete,
9,Appraise property,2017-09-26 12:05:09.867,Variant 33,33,complete,
9,Assess eligibility,2017-09-26 12:05:09.867,Variant 33,33,,true
9,Assess loan risk,2017-09-26 12:58:42.740,Variant 33,33,complete,
9,Assess eligibility,2017-09-26 14:42:54.717,Variant 33,33,complete,
9,Check if home insurance quote is requested,2017-09-26 14:55:51.848,Variant 33,33,complete,
9,Send acceptance pack,2017-09-26 15:38:46.047,Variant 33,33,complete,
9,Verify repayment agreement,2017-09-26 16:31:19.244,Variant 33,33,complete,
9,Cancel application,2017-09-26 19:04:09.285,Variant 33,33,complete,
9,end_event_Loan  application canceled,2017-09-26 19:13:45.400,Variant 33,33,complete,
9,End,2017-09-26 19:13:45.400,Variant 33,33,End,End
10,Start,2017-09-26 19:56:53.498,Variant 34,34,Start,Start
10,start_event_Loan  application received,2017-09-26 19:56:53.498,Variant 34,34,complete,
10,Check  application  form completeness,2017-09-26 20:00:18.190,Variant 34,34,complete,
10,Return application back to applicant,2017-09-26 20:10:00.605,Variant 34,34,complete,
10,Receive updated application,2017-09-26 22:09:55.671,Variant 34,34,complete,
10,end_event_Loan application rejected,2017-09-26 22:09:55.671,Variant 34,34,,true
10,Check  application  form completeness,2017-09-26 23:33:24.431,Variant 34,34,complete,
10,Check  application  form completeness,2017-09-26 23:33:24.431,Variant 34,34,,true
10,Appraise property,2017-09-26 23:48:41.849,Variant 34,34,complete,
10,Check credit history,2017-09-27 01:20:15.595,Variant 34,34,complete,
10,Assess loan risk,2017-09-27 02:48:03.209,Variant 34,34,complete,
10,Assess eligibility,2017-09-27 03:09:28.681,Variant 34,34,complete,
10,Reject application,2017-09-27 03:42:36.628,Variant 34,34,complete,
10,end_event_Loan application rejected,2017-09-27 08:40:14.018,Variant 34,34,complete,
10,End,2017-09-27 08:40:14.018,Variant 34,34,End,End
11,Start,2017-09-26 20:44:46.376,Variant 35,35,Start,Start
11,start_event_Loan  application received,2017-09-26 20:44:46.376,Variant 35,35,complete,
11,Check  application  form completeness,2017-09-26 21:28:46.994,Variant 35,35,complete,
11,Return application back to applicant,2017-09-26 22:22:43.078,Variant 35,35,complete,
11,Receive updated application,2017-09-27 00:23:45.830,Variant 35,35,complete,
11,Check  application  form completeness,2017-09-27 04:53:33.602,Variant 35,35,complete,
11,Send acceptance pack,2017-09-27 04:53:33.602,Variant 35,35,,true
11,Return application back to applicant,2017-09-27 04:54:35.111,Variant 35,35,complete,
11,Receive updated application,2017-09-27 05:27:16.561,Variant 35,35,complete,
11,Check  application  form completeness,2017-09-27 05:37:22.497,Variant 35,35,complete,
11,Appraise property,2017-09-27 05:48:37.425,Variant 35,35,complete,
11,Check credit history,2017-09-27 08:07:30.673,Variant 35,35,complete,
11,Assess loan risk,2017-09-27 09:00:12.601,Variant 35,35,complete,
11,Assess eligibility,2017-09-27 09:47:16.236,Variant 35,35,complete,
11,Check if home insurance quote is requested,2017-09-27 12:33:32.967,Variant 35,35,complete,
11,end_event_Loan application rejected,2017-09-27 12:33:32.967,Variant 35,35,,true
11,Send home insurance quote,2017-09-27 13:54:23.428,Variant 35,35,complete,
11,Verify repayment agreement,2017-09-27 14:11:13.113,Variant 35,35,complete,
11,Check  application  form completeness,2017-09-27 14:11:13.113,Variant 35,35,,true
11,Cancel application,2017-09-27 14:16:22.968,Variant 35,35,complete,
11,end_event_Loan  application canceled,2017-09-27 15:44:06.212,Variant 35,35,complete,
11,End,2017-09-27 15:44:06.212,Variant 35,35,End,End
12,Start,2017-09-27 06:57:11.193,Variant 36,36,Start,Start
12,start_event_Loan  application received,2017-09-27 06:57:11.193,Variant 36,36,complete,
12,Appraise property,2017-09-27 06:57:11.193,Variant 36,36,,true
12,Check  application  form completeness,2017-09-27 07:28:06.754,Variant 36,36,complete,
12,Check credit history,2017-09-27 07:52:56.648,Variant 36,36,complete,
12,Assess loan risk,2017-09-27 08:24:21.772,Variant 36,36,complete,
12,Appraise property,2017-09-27 09:51:38.733,Variant 36,36,complete,
12,Assess eligibility,2017-09-27 10:18:07.042,Variant 36,36,complete,
12,Check if home insurance quote is requested,2017-09-27 12:08:17.354,Variant 36,36,complete,
12,Send home insurance quote,2017-09-27 13:05:46.819,Variant 36,36,complete,
12,Verify repayment agreement,2017-09-27 13:26:39.332,Variant 36,36,complete,
12,Approve application,2017-09-27 13:40:03.438,Variant 36,36,complete,
12,end_event_Loan  application approved,2017-09-27 14:19:42.913,Variant 36,36,complete,
12,End,2017-09-27 14:19:42.913,Variant 36,36,End,End
13,Start,2017-09-29 11:46:07.544,Variant 37,37,Start,Start
13,start_event_Loan  application received,2017-09-29 11:46:07.544,Variant 37,37,complete,
13,Check  application  form completeness,2017-09-29 11:46:26.280,Variant 37,37,complete,
13,Receive updated application,2017-09-29 11:46:26.280,Variant 37,37,,true
13,Appraise property,2017-09-29 11:54:16.910,Variant 37,37,complete,
13,Check credit history,2017-09-29 12:47:06.074,Variant 37,37,complete,
13,Assess loan risk,2017-09-29 13:51:50.487,Variant 37,37,complete,
13,Receive updated application,2017-09-29 13:51:50.487,Variant 37,37,,true
13,Assess eligibility,2017-09-29 18:34:40.293,Variant 37,37,complete,
13,Check if home insurance quote is requested,2017-09-29 21:22:33.802,Variant 37,37,complete,
13,Send acceptance pack,2017-09-29 21:31:04.872,Variant 37,37,complete,
13,Verify repayment agreement,2017-09-30 01:49:37.024,Variant 37,37,complete,
13,Cancel application,2017-09-30 02:26:37.695,Variant 37,37,complete,
13,end_event_Loan  application canceled,2017-09-30 02:34:25.590,Variant 37,37,complete,
13,Send acceptance pack,2017-09-30 02:34:25.590,Variant 37,37,,true
13,End,2017-09-30 02:34:25.590,Variant 37,37,End,End
14,Start,2017-09-30 02:34:25.590,Variant 38,38,Start,Start
14,Send home insurance quote,2017-09-30 02:34:25.590,Variant 38,38,,true
14,start_event_Loan  application received,2017-09-29 18:18:45.890,Variant 38,38,complete,
14,Check  application  form completeness,2017-09-29 18:20:30.048,Variant 38,38,complete,
14,Return application back to applicant,2017-09-29 18:59:40.225,Variant 38,38,complete,
14,Receive updated application,2017-09-29 19:58:37.785,Variant 38,38,complete,
14,Check  application  form completeness,2017-09-29 20:42:38.570,Variant 38,38,complete,
14,end_event_Loan  application approved,2017-09-29 20:42:38.570,Variant 38,38,,true
14,Check credit history,2017-09-29 22:30:06.580,Variant 38,38,complete,
14,Assess loan risk,2017-09-30 01:04:53.433,Variant 38,38,complete,
14,Appraise property,2017-09-30 01:15:44.845,Variant 38,38,complete,
14,Assess eligibility,2017-09-30 03:20:50.113,Variant 38,38,complete,
14,Assess loan risk,2017-09-30 03:20:50.113,Variant 38,38,,true
14,Reject application,2017-09-30 03:52:43.489,Variant 38,38,complete,
14,end_event_Loan application rejected,2017-09-30 05:19:42.857,Variant 38,38,complete,
14,End,2017-09-30 05:19:42.857,Variant 38,38,End,End
15,Start,2017-09-30 06:47:02.476,Variant 39,39,Start,Start
15,start_event_Loan  application received,2017-09-30 06:47:02.476,Variant 39,39,complete,
15,Check  application  form completeness,2017-09-30 09:32:36.711,Variant 39,39,complete,
15,Appraise property,2017-09-30 10:55:14.510,Variant 39,39,complete,
15,Check credit history,2017-09-30 11:32:34.165,Variant 39,39,complete,
15,Assess loan risk,2017-09-30 12:47:13.542,Variant 39,39,complete,
15,Assess eligibility,2017-09-30 13:27:15.067,Variant 39,39,complete,
15,Appraise property,2017-09-30 13:27:15.067,Variant 39,39,,true
15,Check if home insurance quote is requested,2017-09-30 14:56:26.227,Variant 39,39,complete,
15,Send home insurance quote,2017-09-30 15:11:04.207,Variant 39,39,complete,
15,Check  application  form completeness,2017-09-30 15:11:04.207,Variant 39,39,,true
15,Verify repayment agreement,2017-09-30 15:19:30.591,Variant 39,39,complete,
15,Cancel application,2017-09-30 15:23:09.306,Variant 39,39,complete,
15,end_event_Loan  application canceled,2017-09-30 15:40:14.632,Variant 39,39,complete,
15,End,2017-09-30 15:40:14.632,Variant 39,39,End,End
16,Start,2017-09-30 11:23:42.734,Variant 40,40,Start,Start
16,start_event_Loan  application received,2017-09-30 11:23:42.734,Variant 40,40,complete,
16,Check  application  form completeness,2017-09-30 15:59:30.852,Variant 40,40,complete,
16,Return application back to applicant,2017-09-30 19:47:00.232,Variant 40,40,complete,
16,Receive updated application,2017-09-30 20:05:15.081,Variant 40,40,complete,
16,Check  application  form completeness,2017-09-30 21:04:07.447,Variant 40,40,complete,
16,Return application back to applicant,2017-09-30 21:44:10.657,Variant 40,40,complete,
16,Receive updated application,2017-09-30 22:35:05.785,Variant 40,40,complete,
16,Check  application  form completeness,2017-09-30 22:42:36.237,Variant 40,40,complete,
16,Check credit history,2017-09-30 23:59:14.181,Variant 40,40,complete,
16,Appraise property,2017-10-01 03:00:24.878,Variant 40,40,complete,
16,Assess loan risk,2017-10-01 03:19:40.015,Variant 40,40,complete,
16,Assess eligibility,2017-10-01 03:23:38.986,Variant 40,40,complete,
16,Reject application,2017-10-01 05:26:29.411,Variant 40,40,complete,
16,Send home insurance quote,2017-10-01 05:26:29.411,Variant 40,40,,true
16,end_event_Loan application rejected,2017-10-01 06:57:23.374,Variant 40,40,complete,
16,End,2017-10-01 06:57:23.374,Variant 40,40,End,End
17,Start,2017-09-30 18:35:15.030,Variant 41,41,Start,Start
17,start_event_Loan  application received,2017-09-30 18:35:15.030,Variant 41,41,complete,
17,Appraise property,2017-09-30 18:35:15.030,Variant 41,41,,true
17,Check  application  form completeness,2017-09-30 18:59:10.812,Variant 41,41,complete,
17,Return application back to applicant,2017-09-30 19:24:08.568,Variant 41,41,complete,
17,Receive updated application,2017-09-30 20:30:22.663,Variant 41,41,complete,
17,end_event_Loan  application approved,2017-09-30 20:30:22.663,Variant 41,41,,true
17,Check  application  form completeness,2017-09-30 22:02:52.065,Variant 41,41,complete,
17,Return application back to applicant,2017-09-30 22:22:14.812,Variant 41,41,complete,
17,Receive updated application,2017-09-30 23:56:49.707,Variant 41,41,complete,
17,Check  application  form completeness,2017-10-01 00:19:57.095,Variant 41,41,complete,
17,Check credit history,2017-10-01 00:46:24.807,Variant 41,41,complete,
17,Appraise property,2017-10-01 02:07:03.977,Variant 41,41,complete,
17,Assess loan risk,2017-10-01 02:44:41.049,Variant 41,41,complete,
17,Assess eligibility,2017-10-01 03:56:27.379,Variant 41,41,complete,
17,Reject application,2017-10-01 03:57:45.004,Variant 41,41,complete,
17,end_event_Loan application rejected,2017-10-01 05:31:00.408,Variant 41,41,complete,
17,End,2017-10-01 05:31:00.408,Variant 41,41,End,End
18,Start,2017-10-01 10:45:16.515,Variant 42,42,Start,Start
18,start_event_Loan  application received,2017-10-01 10:45:16.515,Variant 42,42,complete,
18,end_event_Loan  application canceled,2017-10-01 10:45:16.515,Variant 42,42,,true
18,Check  application  form completeness,2017-10-01 10:50:17.397,Variant 42,42,complete,
18,Return application back to applicant,2017-10-01 11:26:04.439,Variant 42,42,complete,
18,Receive updated application,2017-10-01 11:33:56.672,Variant 42,42,complete,
18,Check  application  form completeness,2017-10-01 12:31:14.388,Variant 42,42,complete,
18,Return application back to applicant,2017-10-01 12:59:59.457,Variant 42,42,complete,
18,Receive updated application,2017-10-01 14:26:53.542,Variant 42,42,complete,
18,Check  application  form completeness,2017-10-01 14:45:35.025,Variant 42,42,complete,
18,Appraise property,2017-10-01 15:10:15.935,Variant 42,42,complete,
18,Check credit history,2017-10-01 15:22:53.192,Variant 42,42,complete,
18,Assess loan risk,2017-10-01 15:59:08.385,Variant 42,42,complete,
18,Assess eligibility,2017-10-01 16:39:51.686,Variant 42,42,complete,
18,end_event_Loan  application canceled,2017-10-01 16:39:51.686,Variant 42,42,,true
18,Check if home insurance quote is requested,2017-10-01 17:02:50.515,Variant 42,42,complete,
18,Send home insurance quote,2017-10-01 18:48:00.177,Variant 42,42,complete,
18,Verify repayment agreement,2017-10-01 19:40:59.440,Variant 42,42,complete,
18,Cancel application,2017-10-01 20:40:18.879,Variant 42,42,complete,
18,end_event_Loan  application canceled,2017-10-01 21:26:43.147,Variant 42,42,complete,
18,End,2017-10-01 21:26:43.147,Variant 42,42,End,End
19,Start,2017-10-02 18:47:46.254,Variant 43,43,Start,Start
19,start_event_Loan  application received,2017-10-02 18:47:46.254,Variant 43,43,complete,
19,Check  application  form completeness,2017-10-02 20:21:24.768,Variant 43,43,complete,
19,Return application back to applicant,2017-10-02 20:23:07.043,Variant 43,43,complete,
19,Receive updated application,2017-10-02 21:48:46.311,Variant 43,43,complete,
19,Check  application  form completeness,2017-10-02 21:50:23.880,Variant 43,43,complete,
19,Check if home insurance quote is requested,2017-10-02 21:50:23.880,Variant 43,43,,true
19,Return application back to applicant,2017-10-02 23:27:52.054,Variant 43,43,complete,
19,Receive updated application,2017-10-02 23:52:56.418,Variant 43,43,complete,
19,Check  application  form completeness,2017-10-02 23:57:39.055,Variant 43,43,complete,
19,Return application back to applicant,2017-10-03 00:41:12.957,Variant 43,43,complete,
19,Receive updated application,2017-10-03 01:46:18.378,Variant 43,43,complete,
19,Check  application  form completeness,2017-10-03 03:02:34.843,Variant 43,43,complete,
19,Check credit history,2017-10-03 04:58:50.875,Variant 43,43,complete,
19,Appraise property,2017-10-03 05:26:28.017,Variant 43,43,complete,
19,Assess loan risk,2017-10-03 06:44:28.347,Variant 43,43,complete,
19,Assess loan risk,2017-10-03 06:44:28.347,Variant 43,43,,true
19,Assess eligibility,2017-10-03 08:46:11.513,Variant 43,43,complete,
19,Reject application,2017-10-03 12:23:35.179,Variant 43,43,complete,
19,end_event_Loan application rejected,2017-10-03 12:39:29.199,Variant 43,43,complete,
19,start_event_Loan  application received,2017-10-03 12:39:29.199,Variant 43,43,,true
19,End,2017-10-03 12:39:29.199,Variant 43,43,End,End
20,Start,2017-10-03 03:23:22.624,Variant 44,44,Start,Start
20,start_event_Loan  application received,2017-10-03 03:23:22.624,Variant 44,44,complete,
20,Check  application  form completeness,2017-10-03 04:26:15.952,Variant 44,44,complete,
20,Appraise property,2017-10-03 04:45:23.497,Variant 44,44,complete,
20,Check credit history,2017-10-03 05:29:44.292,Variant 44,44,complete,
20,Assess loan risk,2017-10-03 05:40:59.596,Variant 44,44,complete,
20,Assess eligibility,2017-10-03 06:47:52.130,Variant 44,44,complete,
20,Reject application,2017-10-03 07:08:47.900,Variant 44,44,complete,
20,end_event_Loan application rejected,2017-10-03 07:53:03.649,Variant 44,44,complete,
20,Approve application,2017-10-03 07:53:03.649,Variant 44,44,,true
20,End,2017-10-03 07:53:03.649,Variant 44,44,End,End
21,Start,2017-10-05 04:38:53.692,Variant 2,2,Start,Start
21,start_event_Loan  application received,2017-10-05 04:38:53.692,Variant 2,2,complete,
21,Check  application  form completeness,2017-10-05 05:08:48.802,Variant 2,2,complete,
21,Check credit history,2017-10-05 06:36:37.844,Variant 2,2,complete,
21,Appraise property,2017-10-05 06:38:46.240,Variant 2,2,complete,
21,Assess loan risk,2017-10-05 06:41:45.164,Variant 2,2,complete,
21,Assess eligibility,2017-10-05 07:32:05.291,Variant 2,2,complete,
21,Reject application,2017-10-05 07:35:16.727,Variant 2,2,complete,
21,end_event_Loan application rejected,2017-10-05 09:01:18.574,Variant 2,2,complete,
21,End,2017-10-05 09:01:18.574,Variant 2,2,End,End
22,Start,2017-10-06 13:14:43.590,Variant 45,45,Start,Start
22,start_event_Loan  application received,2017-10-06 13:14:43.590,Variant 45,45,complete,
22,Check  application  form completeness,2017-10-06 14:00:00.033,Variant 45,45,complete,
22,Return application back to applicant,2017-10-06 14:45:57.505,Variant 45,45,complete,
22,Receive updated application,2017-10-06 15:38:53.584,Variant 45,45,complete,
22,Check  application  form completeness,2017-10-06 16:36:59.917,Variant 45,45,complete,
22,Return application back to applicant,2017-10-06 16:57:22.589,Variant 45,45,complete,
22,Receive updated application,2017-10-06 17:13:56.474,Variant 45,45,complete,
22,Check  application  form completeness,2017-10-06 18:42:48.320,Variant 45,45,complete,
22,Return application back to applicant,2017-10-06 20:24:38.479,Variant 45,45,complete,
22,Receive updated application,2017-10-06 20:32:45.230,Variant 45,45,complete,
22,Check  application  form completeness,2017-10-06 20:57:37.912,Variant 45,45,complete,
22,Return application back to applicant,2017-10-06 21:50:26.723,Variant 45,45,complete,
22,Receive updated application,2017-10-06 23:05:15.252,Variant 45,45,complete,
22,Assess eligibility,2017-10-06 23:05:15.252,Variant 45,45,,true
22,Check  application  form completeness,2017-10-06 23:23:48.525,Variant 45,45,complete,
22,Return application back to applicant,2017-10-06 23:56:36.392,Variant 45,45,complete,
22,Receive updated application,2017-10-07 00:29:01.639,Variant 45,45,complete,
22,Check  application  form completeness,2017-10-07 01:05:13.980,Variant 45,45,complete,
22,Check credit history,2017-10-07 02:09:48.504,Variant 45,45,complete,
22,Appraise property,2017-10-07 03:36:30.968,Variant 45,45,complete,
22,Assess loan risk,2017-10-07 03:44:29.336,Variant 45,45,complete,
22,Assess eligibility,2017-10-07 04:31:08.937,Variant 45,45,complete,
22,Check if home insurance quote is requested,2017-10-07 05:25:18.806,Variant 45,45,complete,
22,Send acceptance pack,2017-10-07 07:08:42.058,Variant 45,45,complete,
