caseid,activity,resource,ts
Application_1428307326,O_Sent (mail and online),User_71,2016-01-05 19:00:39.866
Application_1428307326,W_Complete application,User_71,2016-01-05 19:00:39.880
Application_1428307326,W_Call after offers,User_71,2016-01-05 19:00:39.887
Application_1428307326,W_Call after offers,User_71,2016-01-05 19:00:39.889
Application_1428307326,A_Complete,User_71,2016-01-05 19:00:39.891
Application_1428307326,W_Call after offers,User_71,2016-01-05 19:05:05.378
Application_232465255,A_Create Application,User_110,2016-01-06 10:22:02.983
Application_232465255,A_Concept,User_110,2016-01-06 10:22:02.989
Application_232465255,W_Complete application,User_110,2016-01-06 10:22:02.999
Application_232465255,W_Complete application,User_110,2016-01-06 10:22:03.002
Application_232465255,A_Accepted,User_110,2016-01-06 10:26:25.585
Application_232465255,O_Create Offer,User_110,2016-01-06 10:28:08.471
Application_232465255,O_Created,User_110,2016-01-06 10:28:09.784
Application_232465255,O_Sent (mail and online),User_110,2016-01-06 10:28:30.581
Application_232465255,W_Call after offers,User_110,2016-01-06 10:28:30.606
Application_232465255,W_Call after offers,User_110,2016-01-06 10:28:30.611
Application_232465255,A_Complete,User_110,2016-01-06 10:28:30.614
Application_232465255,W_Call after offers,User_110,2016-01-06 10:31:55.557
Application_1014301064,A_Create Application,User_89,2016-01-06 14:56:37.110
Application_1014301064,W_Complete application,User_89,2016-01-06 14:56:37.132
Application_1014301064,W_Complete application,User_15,2016-01-06 14:56:37.137
Application_1014301064,A_Concept,User_89,2016-01-06 14:56:37.141
Application_1014301064,A_Accepted,User_89,2016-01-06 15:01:34.032
Application_1014301064,O_Create Offer,User_89,2016-01-06 15:15:02.958
Application_1014301064,O_Created,User_89,2016-01-06 15:15:04.389
Application_1014301064,W_Complete application,User_89,2016-01-06 15:35:00.249
Application_1905015342,A_Create Application,User_1,2016-01-06 22:48:18.210
Application_1905015342,A_Submitted,User_1,2016-01-06 22:48:18.242
Application_1905015342,W_Handle leads,User_1,2016-01-06 22:48:18.419
Application_1905015342,W_Handle leads,User_1,2016-01-06 22:48:54.477
Application_1905015342,W_Complete application,User_1,2016-01-06 22:48:54.484
Application_1905015342,A_Concept,User_1,2016-01-06 22:48:54.488
Application_1507218840,A_Create Application,User_21,2016-01-07 10:43:42.719
Application_1507218840,A_Concept,User_21,2016-01-07 10:43:43.256
Application_1507218840,W_Complete application,User_21,2016-01-07 10:43:43.262
Application_1507218840,W_Complete application,User_21,2016-01-07 10:43:43.264
Application_1507218840,A_Accepted,User_21,2016-01-07 10:49:35.415
Application_1507218840,O_Create Offer,User_21,2016-01-07 10:55:09.870
Application_1507218840,O_Created,User_21,2016-01-07 10:55:11.077
Application_1507218840,O_Sent (mail and online),User_21,2016-01-07 10:56:16.280
Application_1507218840,W_Call after offers,User_21,2016-01-07 10:56:16.302
Application_1507218840,W_Call after offers,User_21,2016-01-07 10:56:16.304
Application_1507218840,A_Complete,User_21,2016-01-07 10:56:16.307
Application_1507218840,W_Call after offers,User_21,2016-01-07 10:58:02.135
Application_843590096,A_Create Application,User_21,2016-01-07 11:43:32.635
Application_843590096,A_Concept,User_21,2016-01-07 11:43:32.637
Application_843590096,W_Complete application,User_21,2016-01-07 11:43:32.643
Application_843590096,W_Complete application,User_21,2016-01-07 11:43:32.646
Application_843590096,A_Accepted,User_21,2016-01-07 11:46:42.916
Application_843590096,O_Create Offer,User_21,2016-01-07 11:48:22.231
Application_843590096,O_Created,User_21,2016-01-07 11:48:23.559
Application_843590096,O_Sent (mail and online),User_21,2016-01-07 11:48:35.826
Application_843590096,W_Call after offers,User_21,2016-01-07 11:48:35.847
Application_843590096,W_Call after offers,User_21,2016-01-07 11:48:35.850
Application_843590096,A_Complete,User_21,2016-01-07 11:48:35.853
Application_843590096,W_Call after offers,User_21,2016-01-07 11:51:04.257
Application_339079436,A_Create Application,User_6,2016-01-07 13:13:35.403
Application_339079436,W_Complete application,User_6,2016-01-07 13:13:35.416
Application_339079436,W_Complete application,User_6,2016-01-07 13:13:35.418
Application_339079436,A_Concept,User_6,2016-01-07 13:13:35.430
Application_339079436,A_Accepted,User_6,2016-01-07 13:17:45.074
Application_339079436,O_Create Offer,User_6,2016-01-07 13:20:21.370
Application_339079436,O_Created,User_6,2016-01-07 13:20:22.626
Application_339079436,O_Sent (mail and online),User_6,2016-01-07 13:20:35.694
Application_339079436,W_Call after offers,User_6,2016-01-07 13:20:35.720
Application_339079436,W_Call after offers,User_6,2016-01-07 13:20:35.722
Application_339079436,A_Complete,User_6,2016-01-07 13:20:35.724
Application_339079436,W_Call after offers,User_6,2016-01-07 13:25:41.966
Application_1905015342,A_Accepted,User_108,2016-01-07 14:46:20.705
Application_994471234,A_Create Application,User_5,2016-01-07 14:47:28.023
Application_994471234,A_Concept,User_5,2016-01-07 14:47:28.026
Application_994471234,W_Complete application,User_5,2016-01-07 14:47:28.035
Application_994471234,W_Complete application,User_5,2016-01-07 14:47:28.037
Application_994471234,W_Complete application,User_5,2016-01-07 14:49:13.653
Application_1905015342,O_Create Offer,User_108,2016-01-07 14:57:07.711
Application_1905015342,O_Created,User_108,2016-01-07 14:57:08.918
Application_1905015342,O_Cancelled,User_108,2016-01-07 14:58:00.960
Application_1905015342,O_Create Offer,User_108,2016-01-07 14:58:21.169
Application_1905015342,O_Created,User_108,2016-01-07 14:58:22.274
Application_1905015342,O_Sent (mail and online),User_108,2016-01-07 14:58:50.349
Application_1905015342,W_Complete application,User_108,2016-01-07 14:58:50.366
Application_1905015342,W_Call after offers,User_108,2016-01-07 14:58:50.390
Application_1905015342,W_Call after offers,User_108,2016-01-07 14:58:50.392
Application_1905015342,A_Complete,User_108,2016-01-07 14:58:50.394
Application_1905015342,W_Call after offers,User_108,2016-01-07 15:01:37.095
Application_994471234,A_Accepted,User_4,2016-01-07 15:03:02.491
Application_994471234,O_Create Offer,User_4,2016-01-07 15:04:12.615
Application_994471234,O_Created,User_4,2016-01-07 15:04:13.839
Application_994471234,O_Sent (mail and online),User_4,2016-01-07 15:04:31.317
Application_994471234,W_Complete application,User_4,2016-01-07 15:04:31.334
Application_994471234,W_Call after offers,User_4,2016-01-07 15:04:31.343
Application_994471234,W_Call after offers,User_4,2016-01-07 15:04:31.346
Application_994471234,A_Complete,User_4,2016-01-07 15:04:31.351
Application_994471234,W_Call after offers,User_4,2016-01-07 15:09:11.187
Application_1014301064,W_Complete application,User_15,2016-01-08 09:33:24.721
Application_1014301064,O_Sent (mail and online),User_15,2016-01-08 09:35:34.454
Application_1014301064,W_Call after offers,User_15,2016-01-08 09:35:34.476
Application_1014301064,W_Call after offers,User_15,2016-01-08 09:35:34.479
Application_1014301064,A_Complete,User_15,2016-01-08 09:35:34.482
Application_1014301064,W_Call after offers,User_15,2016-01-08 09:36:21.698
Application_842511489,W_Call after offers,User_20,2016-01-08 09:36:56.837
Application_842511489,W_Call after offers,User_20,2016-01-08 09:37:26.746
Application_2035768049,W_Call after offers,User_20,2016-01-08 09:43:26.130
Application_2035768049,W_Call after offers,User_20,2016-01-08 09:44:00.150
Application_842511489,W_Call after offers,User_116,2016-01-08 09:53:00.988
Application_842511489,W_Validate application,User_116,2016-01-08 09:53:00.998
Application_842511489,W_Validate application,User_116,2016-01-08 09:53:01.001
Application_842511489,A_Validating,User_116,2016-01-08 09:53:01.955
Application_842511489,O_Returned,User_116,2016-01-08 09:54:43.008
Application_842511489,W_Validate application,User_116,2016-01-08 10:02:25.545
Application_1141114991,W_Call after offers,User_15,2016-01-08 10:21:26.390
Application_1141114991,W_Call after offers,User_15,2016-01-08 10:21:49.471
Application_1989400270,A_Create Application,User_1,2016-01-08 20:06:30.111
Application_1989400270,A_Submitted,User_1,2016-01-08 20:06:30.242
Application_1989400270,W_Handle leads,User_1,2016-01-08 20:06:30.828
Application_1989400270,W_Handle leads,User_1,2016-01-08 20:07:41.869
Application_1989400270,W_Complete application,User_1,2016-01-08 20:07:41.878
Application_1989400270,A_Concept,User_1,2016-01-08 20:07:41.882
Application_1966727878,A_Create Application,User_12,2016-01-09 11:58:46.323
Application_1966727878,W_Complete application,User_12,2016-01-09 11:58:46.334
Application_1966727878,W_Complete application,User_12,2016-01-09 11:58:46.336
Application_1966727878,A_Concept,User_12,2016-01-09 11:58:46.339
Application_1966727878,A_Accepted,User_12,2016-01-09 12:01:44.460
Application_1966727878,O_Create Offer,User_12,2016-01-09 12:06:21.144
Application_1966727878,O_Created,User_12,2016-01-09 12:06:22.303
Application_1966727878,O_Create Offer,User_12,2016-01-09 12:06:41.895
Application_1966727878,O_Created,User_12,2016-01-09 12:06:43.236
Application_1966727878,O_Sent (mail and online),User_12,2016-01-09 12:07:29.357
Application_1966727878,O_Sent (mail and online),User_12,2016-01-09 12:07:29.386
Application_1966727878,W_Call after offers,User_12,2016-01-09 12:07:29.407
Application_1966727878,W_Call after offers,User_12,2016-01-09 12:07:29.409
Application_1966727878,A_Complete,User_12,2016-01-09 12:07:29.411
Application_1966727878,W_Call after offers,User_12,2016-01-09 12:11:52.572
Application_1989400270,W_Complete application,User_12,2016-01-09 16:42:32.142
Application_1989400270,A_Accepted,User_12,2016-01-09 16:57:11.321
Application_1989400270,O_Create Offer,User_12,2016-01-09 16:58:55.365
Application_1989400270,O_Created,User_12,2016-01-09 16:58:56.499
Application_1989400270,O_Sent (mail and online),User_12,2016-01-09 16:59:07.245
Application_1989400270,W_Call after offers,User_12,2016-01-09 16:59:07.266
Application_1989400270,W_Call after offers,User_12,2016-01-09 16:59:07.269
Application_1989400270,A_Complete,User_12,2016-01-09 16:59:07.271
Application_1989400270,W_Call after offers,User_1,2016-01-10 00:00:12.793
Application_1989400270,W_Call after offers,User_1,2016-01-10 00:00:12.798
Application_1989400270,W_Call after offers,User_1,2016-01-10 00:00:12.803
Application_1989400270,W_Call after offers,User_1,2016-01-10 00:00:12.808
Application_1261348817,A_Create Application,User_1,2016-01-10 10:37:03.266
Application_1261348817,A_Submitted,User_1,2016-01-10 10:37:03.318
Application_1261348817,W_Handle leads,User_1,2016-01-10 10:37:03.650
Application_1261348817,W_Handle leads,User_1,2016-01-10 10:37:47.094
Application_1261348817,W_Complete application,User_1,2016-01-10 10:37:47.102
Application_1261348817,A_Concept,User_1,2016-01-10 10:37:47.108
Application_1428307326,W_Call after offers,User_2,2016-01-11 09:21:41.087
Application_1428307326,W_Call after offers,User_2,2016-01-11 09:22:19.200
Application_232465255,W_Call after offers,User_2,2016-01-11 10:14:55.185
Application_232465255,W_Call after offers,User_2,2016-01-11 10:15:15.128
Application_1507218840,W_Call after offers,User_2,2016-01-11 10:53:42.866
Application_1507218840,W_Call after offers,User_2,2016-01-11 10:54:11.468
Application_1279706099,A_Create Application,User_14,2016-01-11 11:25:37.578
Application_1279706099,A_Concept,User_14,2016-01-11 11:25:37.581
Application_1279706099,W_Complete application,User_14,2016-01-11 11:25:37.589
Application_1279706099,W_Complete application,User_14,2016-01-11 11:25:37.595
Application_1279706099,W_Complete application,User_14,2016-01-11 11:25:57.932
Application_842511489,O_Accepted,User_30,2016-01-11 11:35:23.639
Application_842511489,A_Pending,User_30,2016-01-11 11:35:23.657
Application_842511489,W_Validate application,User_30,2016-01-11 11:35:23.663
Application_842511489,End,End,2016-01-11 11:35:24.663
Application_843590096,W_Call after offers,User_21,2016-01-11 12:03:38.304
Application_843590096,W_Call after offers,User_21,2016-01-11 12:04:11.806
Application_1122832658,A_Create Application,User_14,2016-01-11 12:15:00.135
Application_1122832658,A_Concept,User_14,2016-01-11 12:15:00.138
Application_1122832658,W_Complete application,User_14,2016-01-11 12:15:00.144
Application_1122832658,W_Complete application,User_14,2016-01-11 12:15:00.147
Application_1122832658,W_Complete application,User_14,2016-01-11 12:16:53.535
Application_339079436,W_Call after offers,User_21,2016-01-11 12:28:48.006
Application_339079436,W_Call after offers,User_21,2016-01-11 12:30:05.762
Application_1905015342,W_Call after offers,User_21,2016-01-11 12:37:26.937
Application_994471234,W_Call after offers,User_31,2016-01-11 12:37:44.369
Application_994471234,W_Call after offers,User_31,2016-01-11 12:38:04.602
Application_1905015342,W_Call after offers,User_21,2016-01-11 12:39:32.072
Application_1428307326,W_Call after offers,User_117,2016-01-11 13:29:44.470
Application_1428307326,W_Validate application,User_117,2016-01-11 13:29:44.475
Application_1428307326,W_Validate application,User_117,2016-01-11 13:29:44.478
Application_1428307326,A_Validating,User_117,2016-01-11 13:29:45.316
Application_1428307326,O_Returned,User_117,2016-01-11 13:29:56.905
Application_1428307326,W_Validate application,User_117,2016-01-11 13:34:24.697
Application_1261348817,W_Complete application,User_15,2016-01-11 14:07:24.369
Application_1261348817,W_Complete application,User_15,2016-01-11 14:14:16.808
Application_1428307326,O_Accepted,User_95,2016-01-11 15:42:17.318
Application_1428307326,A_Pending,User_95,2016-01-11 15:42:17.322
Application_1428307326,W_Validate application,User_95,2016-01-11 15:42:17.325
Application_1428307326,End,End,2016-01-11 15:42:18.325
Application_1014301064,W_Call after offers,User_9,2016-01-12 09:32:00.639
Application_1014301064,W_Call after offers,User_9,2016-01-12 09:33:16.948
Application_1014301064,W_Call after offers,User_9,2016-01-12 09:33:27.887
Application_1014301064,W_Call after offers,User_9,2016-01-12 09:34:12.660
Application_1185248307,A_Create Application,User_47,2016-01-12 09:49:58.130
Application_1185248307,W_Complete application,User_47,2016-01-12 09:49:58.307
Application_1185248307,W_Complete application,User_71,2016-01-12 09:49:58.313
Application_1185248307,A_Concept,User_47,2016-01-12 09:49:58.317
Application_1185248307,W_Complete application,User_47,2016-01-12 10:00:41.030
Application_1279706099,W_Complete application,User_49,2016-01-12 10:55:58.875
Application_1279706099,W_Complete application,User_49,2016-01-12 10:59:15.503
Application_1122832658,W_Complete application,User_49,2016-01-12 11:28:40.492
Application_1122832658,W_Complete application,User_49,2016-01-12 11:30:13.908
Application_1122832658,A_Accepted,User_10,2016-01-12 11:38:58.630
Application_1122832658,O_Create Offer,User_10,2016-01-12 11:41:34.034
Application_1122832658,O_Created,User_10,2016-01-12 11:41:35.212
Application_1122832658,O_Sent (mail and online),User_10,2016-01-12 11:42:02.261
Application_1122832658,W_Complete application,User_10,2016-01-12 11:42:02.281
Application_1122832658,W_Call after offers,User_10,2016-01-12 11:42:02.296
Application_1122832658,W_Call after offers,User_10,2016-01-12 11:42:02.300
Application_1122832658,A_Complete,User_10,2016-01-12 11:42:02.302
Application_1122832658,W_Call after offers,User_10,2016-01-12 11:43:10.467
Application_1185248307,W_Complete application,User_49,2016-01-12 14:23:07.330
Application_1185248307,W_Complete application,User_49,2016-01-12 14:23:38.007
Application_1185248307,W_Complete application,User_37,2016-01-12 16:09:42.596
Application_1185248307,W_Complete application,User_37,2016-01-12 16:11:08.180
Application_1185248307,W_Complete application,User_49,2016-01-12 16:12:34.371
Application_1185248307,W_Complete application,User_49,2016-01-12 16:14:09.836
Application_1185248307,W_Complete application,User_71,2016-01-12 16:24:02.437
Application_1185248307,W_Complete application,User_71,2016-01-12 16:25:06.134
Application_1185248307,W_Complete application,User_71,2016-01-12 16:31:20.215
Application_1185248307,A_Accepted,User_71,2016-01-12 16:37:55.872
Application_1185248307,O_Create Offer,User_71,2016-01-12 16:43:04.221
Application_1185248307,O_Created,User_71,2016-01-12 16:43:05.471
Application_1185248307,O_Sent (mail and online),User_71,2016-01-12 16:50:02.190
Application_1185248307,W_Call after offers,User_71,2016-01-12 16:50:02.212
Application_1185248307,W_Call after offers,User_71,2016-01-12 16:50:02.214
Application_1185248307,A_Complete,User_71,2016-01-12 16:50:02.216
Application_1185248307,W_Call after offers,User_71,2016-01-12 16:52:20.305
Application_1279706099,A_Accepted,User_21,2016-01-12 18:19:10.791
Application_1279706099,O_Create Offer,User_21,2016-01-12 18:20:41.524
Application_1279706099,O_Created,User_21,2016-01-12 18:20:42.738
Application_1279706099,O_Sent (mail and online),User_21,2016-01-12 18:21:00.795
Application_1279706099,W_Complete application,User_21,2016-01-12 18:21:00.817
Application_1279706099,W_Call after offers,User_21,2016-01-12 18:21:00.827
Application_1279706099,W_Call after offers,User_21,2016-01-12 18:21:00.831
Application_1279706099,A_Complete,User_21,2016-01-12 18:21:00.834
Application_1279706099,W_Call after offers,User_21,2016-01-12 18:22:04.275
Application_1966727878,W_Call after offers,User_14,2016-01-13 08:51:38.169
Application_1966727878,W_Call after offers,User_14,2016-01-13 08:52:29.128
Application_843590096,W_Call after offers,User_112,2016-01-13 10:11:05.444
Application_843590096,W_Validate application,User_112,2016-01-13 10:11:05.455
Application_843590096,W_Validate application,User_29,2016-01-13 10:11:05.457
Application_843590096,A_Validating,User_112,2016-01-13 10:11:06.546
Application_843590096,O_Returned,User_112,2016-01-13 10:11:40.064
Application_843590096,W_Validate application,User_112,2016-01-13 10:14:06.309
Application_1905015342,W_Call after offers,User_30,2016-01-13 10:46:01.461
Application_1905015342,W_Validate application,User_30,2016-01-13 10:46:01.467
Application_1905015342,W_Validate application,User_30,2016-01-13 10:46:01.470
Application_1905015342,A_Validating,User_30,2016-01-13 10:46:02.457
Application_1905015342,O_Returned,User_30,2016-01-13 10:46:05.124
Application_1905015342,A_Denied,User_30,2016-01-13 10:52:49.771
Application_1905015342,O_Refused,User_30,2016-01-13 10:52:49.904
Application_1905015342,End,End,2016-01-13 10:52:50.904
Application_843590096,W_Validate application,User_95,2016-01-13 10:57:31.487
Application_843590096,W_Validate application,User_95,2016-01-13 10:57:35.096
Application_974860050,A_Create Application,User_34,2016-01-13 11:23:40.750
Application_974860050,W_Complete application,User_34,2016-01-13 11:23:40.758
Application_974860050,W_Complete application,User_34,2016-01-13 11:23:40.759
Application_974860050,A_Concept,User_34,2016-01-13 11:23:40.762
Application_974860050,A_Accepted,User_34,2016-01-13 11:32:07.815
Application_974860050,O_Create Offer,User_34,2016-01-13 11:36:01.459
Application_974860050,O_Created,User_34,2016-01-13 11:36:02.778
Application_974860050,O_Sent (mail and online),User_34,2016-01-13 11:38:05.659
Application_974860050,W_Call after offers,User_34,2016-01-13 11:38:05.698
Application_974860050,W_Call after offers,User_34,2016-01-13 11:38:05.703
Application_974860050,A_Complete,User_34,2016-01-13 11:38:05.706
Application_974860050,W_Call after offers,User_34,2016-01-13 11:40:02.654
Application_843590096,W_Validate application,User_29,2016-01-13 11:40:38.067
Application_843590096,W_Validate application,User_29,2016-01-13 12:04:01.427
Application_1261348817,W_Complete application,User_37,2016-01-13 12:07:47.701
Application_1261348817,W_Complete application,User_37,2016-01-13 12:10:26.974
Application_1989400270,W_Call after offers,User_14,2016-01-13 12:38:12.356
Application_1989400270,W_Call after offers,User_14,2016-01-13 12:38:34.967
Application_843590096,W_Validate application,User_29,2016-01-13 12:49:39.453
Application_843590096,O_Accepted,User_29,2016-01-13 12:50:03.741
Application_843590096,A_Pending,User_29,2016-01-13 12:50:03.748
Application_843590096,End,End,2016-01-13 12:50:04.748
Application_1261348817,A_Accepted,User_41,2016-01-13 13:08:34.906
Application_1261348817,O_Create Offer,User_41,2016-01-13 13:11:23.364
Application_1261348817,O_Created,User_41,2016-01-13 13:11:24.546
Application_1261348817,O_Sent (mail and online),User_41,2016-01-13 13:11:42.245
Application_1261348817,W_Complete application,User_41,2016-01-13 13:11:42.260
Application_1261348817,W_Call after offers,User_41,2016-01-13 13:11:42.267
Application_1261348817,W_Call after offers,User_41,2016-01-13 13:11:42.270
Application_1261348817,A_Complete,User_41,2016-01-13 13:11:42.272
Application_994471234,W_Call after offers,User_117,2016-01-13 15:23:55.203
Application_994471234,W_Validate application,User_117,2016-01-13 15:23:55.209
Application_994471234,W_Validate application,User_29,2016-01-13 15:23:55.211
Application_994471234,A_Validating,User_117,2016-01-13 15:23:56.081
Application_994471234,O_Returned,User_117,2016-01-13 15:29:28.378
Application_994471234,W_Validate application,User_117,2016-01-13 15:42:24.608
Application_339079436,W_Call after offers,User_117,2016-01-13 15:52:31.351
Application_339079436,W_Validate application,User_117,2016-01-13 15:52:31.357
Application_339079436,W_Validate application,User_30,2016-01-13 15:52:31.359
Application_339079436,A_Validating,User_117,2016-01-13 15:52:32.234
Application_339079436,O_Returned,User_117,2016-01-13 15:52:38.916
Application_339079436,W_Validate application,User_117,2016-01-13 16:07:40.543
Application_232465255,W_Call after offers,User_113,2016-01-13 17:12:25.930
Application_232465255,W_Validate application,User_113,2016-01-13 17:12:25.936
Application_232465255,W_Validate application,User_95,2016-01-13 17:12:25.938
Application_232465255,A_Validating,User_113,2016-01-13 17:12:26.781
Application_232465255,O_Returned,User_113,2016-01-13 17:13:39.438
Application_232465255,W_Validate application,User_113,2016-01-13 17:18:54.994
Application_1261348817,W_Call after offers,User_1,2016-01-14 00:00:18.878
Application_1261348817,W_Call after offers,User_1,2016-01-14 00:00:18.941
Application_1261348817,W_Call after offers,User_1,2016-01-14 00:00:18.958
Application_1261348817,W_Call after offers,User_1,2016-01-14 00:00:18.978
Application_339079436,W_Validate application,User_30,2016-01-14 07:36:15.542
Application_339079436,W_Validate application,User_30,2016-01-14 07:36:33.734
Application_994471234,W_Validate application,User_95,2016-01-14 08:01:10.181
Application_994471234,W_Validate application,User_95,2016-01-14 08:01:18.668
Application_232465255,W_Validate application,User_95,2016-01-14 08:03:41.743
Application_232465255,W_Validate application,User_95,2016-01-14 08:03:52.767
Application_339079436,W_Validate application,User_30,2016-01-14 12:06:30.340
Application_232465255,W_Validate application,User_95,2016-01-14 12:53:03.907
Application_1705432175,A_Create Application,User_41,2016-01-14 12:55:16.617
Application_1705432175,W_Complete application,User_41,2016-01-14 12:55:16.625
Application_1705432175,W_Complete application,User_41,2016-01-14 12:55:16.627
Application_1705432175,A_Concept,User_41,2016-01-14 12:55:16.628
Application_339079436,W_Validate application,User_30,2016-01-14 12:56:00.775
Application_1705432175,A_Accepted,User_41,2016-01-14 13:00:53.822
Application_1705432175,O_Create Offer,User_41,2016-01-14 13:09:48.176
Application_1705432175,O_Created,User_41,2016-01-14 13:09:49.353
Application_1705432175,O_Sent (mail and online),User_41,2016-01-14 13:10:24.031
Application_1705432175,W_Call after offers,User_41,2016-01-14 13:10:24.052
Application_1705432175,W_Call after offers,User_41,2016-01-14 13:10:24.055
Application_1705432175,A_Complete,User_41,2016-01-14 13:10:24.057
Application_1705432175,W_Call after offers,User_41,2016-01-14 13:11:53.393
Application_232465255,W_Validate application,User_95,2016-01-14 13:16:09.505
Application_339079436,W_Validate application,User_30,2016-01-14 13:32:33.996
Application_339079436,O_Accepted,User_30,2016-01-14 13:33:00.084
Application_339079436,A_Pending,User_30,2016-01-14 13:33:00.087
Application_339079436,End,End,2016-01-14 13:33:01.087
Application_232465255,W_Validate application,User_95,2016-01-14 13:41:16.484
Application_232465255,O_Accepted,User_95,2016-01-14 13:41:48.812
Application_232465255,A_Pending,User_95,2016-01-14 13:41:48.817
Application_232465255,End,End,2016-01-14 13:41:49.817
Application_994471234,W_Validate application,User_29,2016-01-14 16:19:34.436
Application_874740404,A_Create Application,User_1,2016-01-14 16:24:23.178
Application_874740404,A_Submitted,User_1,2016-01-14 16:24:23.282
Application_874740404,W_Handle leads,User_1,2016-01-14 16:24:23.804
Application_874740404,W_Handle leads,User_1,2016-01-14 16:25:47.710
Application_874740404,W_Complete application,User_1,2016-01-14 16:25:47.716
Application_874740404,A_Concept,User_1,2016-01-14 16:25:47.720
Application_994471234,O_Accepted,User_29,2016-01-14 16:38:34.365
Application_994471234,A_Pending,User_29,2016-01-14 16:38:34.368
Application_994471234,End,End,2016-01-14 16:38:35.368
Application_874740404,W_Complete application,User_27,2016-01-14 16:42:48.965
Application_874740404,W_Complete application,User_27,2016-01-14 16:43:06.966
Application_874740404,W_Complete application,User_13,2016-01-14 16:45:04.540
Application_874740404,W_Complete application,User_13,2016-01-14 16:45:15.250
Application_874740404,W_Complete application,User_27,2016-01-14 17:13:08.418
Application_874740404,A_Accepted,User_27,2016-01-14 17:17:33.419
Application_874740404,O_Create Offer,User_27,2016-01-14 17:22:33.101
Application_874740404,O_Created,User_27,2016-01-14 17:22:34.282
Application_874740404,O_Cancelled,User_27,2016-01-14 17:23:02.640
Application_874740404,O_Create Offer,User_27,2016-01-14 17:23:45.947
Application_874740404,O_Created,User_27,2016-01-14 17:23:47.212
