Case ID,Activity,Complete Timestamp,Variant,Variant index
5,Check  application  form completeness,2017-09-18 21:14:21.434,Variant 21,21
5,Appraise property,2017-09-18 23:00:56.729,Variant 21,21
5,Check credit history,2017-09-18 23:12:18.858,Variant 21,21
5,Assess loan risk,2017-09-19 03:01:07.811,Variant 21,21
5,Assess eligibility,2017-09-19 04:09:30.103,Variant 21,21
5,Reject application,2017-09-19 05:58:31.575,Variant 21,21
5,end_event_Loan application rejected,2017-09-19 09:32:16.932,Variant 21,21
5,End,2017-09-19 09:32:16.932,Variant 21,21
6,Start,2017-09-19 09:32:16.932,Variant 22,22
6,Assess loan risk,2017-09-19 09:32:16.932,Variant 22,22
6,start_event_Loan  application received,2017-09-20 09:22:13.642,Variant 22,22
6,Check  application  form completeness,2017-09-20 09:35:26.193,Variant 22,22
6,Appraise property,2017-09-20 11:05:59.168,Variant 22,22
6,Check credit history,2017-09-20 13:50:14.180,Variant 22,22
6,end_event_Loan application rejected,2017-09-20 13:50:14.180,Variant 22,22
6,Assess loan risk,2017-09-20 13:55:35.907,Variant 22,22
6,Assess eligibility,2017-09-20 14:27:26.145,Variant 22,22
6,Reject application,2017-09-20 16:24:50.497,Variant 22,22
6,Check credit history,2017-09-20 16:24:50.497,Variant 22,22
6,end_event_Loan application rejected,2017-09-20 16:56:39.657,Variant 22,22
6,End,2017-09-20 16:56:39.657,Variant 22,22
7,Start,2017-09-21 02:59:31.276,Variant 23,23
7,start_event_Loan  application received,2017-09-21 02:59:31.276,Variant 23,23
7,Check  application  form completeness,2017-09-21 04:10:11.127,Variant 23,23
7,Appraise property,2017-09-21 09:09:13.647,Variant 23,23
7,Check credit history,2017-09-21 11:51:13.781,Variant 23,23
7,end_event_Loan  application approved,2017-09-21 11:51:13.781,Variant 23,23
7,Assess loan risk,2017-09-21 13:57:40.642,Variant 23,23
7,Assess eligibility,2017-09-21 14:11:00.204,Variant 23,23
7,Check if home insurance quote is requested,2017-09-21 14:35:04.724,Variant 23,23
7,Send acceptance pack,2017-09-21 15:34:38.143,Variant 23,23
7,Verify repayment agreement,2017-09-21 16:40:11.834,Variant 23,23
7,Approve application,2017-09-21 17:32:41.046,Variant 23,23
7,start_event_Loan  application received,2017-09-21 17:32:41.046,Variant 23,23
7,end_event_Loan  application approved,2017-09-21 17:51:40.423,Variant 23,23
7,start_event_Loan  application received,2017-09-21 17:51:40.423,Variant 23,23
7,End,2017-09-21 17:51:40.423,Variant 23,23
8,Start,2017-09-22 18:02:40.789,Variant 24,24
8,start_event_Loan  application received,2017-09-22 18:02:40.789,Variant 24,24
8,Check  application  form completeness,2017-09-22 19:21:33.234,Variant 24,24
8,Return application back to applicant,2017-09-22 21:02:29.035,Variant 24,24
8,Receive updated application,2017-09-22 21:09:11.930,Variant 24,24
8,Check  application  form completeness,2017-09-23 02:47:11.828,Variant 24,24
8,Return application back to applicant,2017-09-23 02:54:31.578,Variant 24,24
8,Receive updated application,2017-09-23 03:03:18.866,Variant 24,24
8,Check  application  form completeness,2017-09-23 04:27:40.895,Variant 24,24
8,Check credit history,2017-09-23 05:14:52.955,Variant 24,24
8,Appraise property,2017-09-23 05:22:30.255,Variant 24,24
8,Assess loan risk,2017-09-23 07:31:54.218,Variant 24,24
8,Appraise property,2017-09-23 07:31:54.218,Variant 24,24
8,Assess eligibility,2017-09-23 08:29:19.411,Variant 24,24
8,Check if home insurance quote is requested,2017-09-23 09:32:46.501,Variant 24,24
8,Return application back to applicant,2017-09-23 09:32:46.501,Variant 24,24
8,Send acceptance pack,2017-09-23 10:55:21.252,Variant 24,24
8,Verify repayment agreement,2017-09-23 13:21:22.946,Variant 24,24
8,Cancel application,2017-09-23 16:15:58.502,Variant 24,24
8,end_event_Loan  application canceled,2017-09-23 18:33:57.427,Variant 24,24
8,End,2017-09-23 18:33:57.427,Variant 24,24
9,Start,2017-09-23 19:47:33.000,Variant 25,25
9,start_event_Loan  application received,2017-09-23 19:47:33.000,Variant 25,25
9,Check  application  form completeness,2017-09-23 20:24:16.036,Variant 25,25
9,Check credit history,2017-09-23 21:14:24.986,Variant 25,25
9,Send home insurance quote,2017-09-23 21:14:24.986,Variant 25,25
9,Assess loan risk,2017-09-23 21:35:05.737,Variant 25,25
9,Check  application  form completeness,2017-09-23 21:35:05.737,Variant 25,25
9,Appraise property,2017-09-23 22:00:15.005,Variant 25,25
9,Assess eligibility,2017-09-23 23:21:59.661,Variant 25,25
9,Assess loan risk,2017-09-23 23:21:59.661,Variant 25,25
9,Check if home insurance quote is requested,2017-09-24 00:04:12.690,Variant 25,25
9,Send home insurance quote,2017-09-24 00:55:18.374,Variant 25,25
9,Verify repayment agreement,2017-09-24 01:07:22.132,Variant 25,25
9,Cancel application,2017-09-24 04:37:45.962,Variant 25,25
9,end_event_Loan  application canceled,2017-09-24 04:54:13.495,Variant 25,25
9,End,2017-09-24 04:54:13.495,Variant 25,25
10,Start,2017-09-25 10:20:32.655,Variant 11,11
10,start_event_Loan  application received,2017-09-25 10:20:32.655,Variant 11,11
10,Check  application  form completeness,2017-09-25 10:40:54.418,Variant 11,11
10,Appraise property,2017-09-25 14:51:41.584,Variant 11,11
10,Check credit history,2017-09-25 15:28:52.968,Variant 11,11
10,Assess loan risk,2017-09-25 15:30:06.500,Variant 11,11
10,Assess eligibility,2017-09-25 16:00:43.372,Variant 11,11
10,Reject application,2017-09-25 16:19:24.473,Variant 11,11
10,Approve application,2017-09-25 16:19:24.473,Variant 11,11
10,end_event_Loan application rejected,2017-09-25 17:30:13.349,Variant 11,11
10,End,2017-09-25 17:30:13.349,Variant 11,11
11,Start,2017-09-25 17:30:13.349,Variant 26,26
11,Assess loan risk,2017-09-25 17:30:13.349,Variant 26,26
11,start_event_Loan  application received,2017-09-26 16:14:57.193,Variant 26,26
11,Check  application  form completeness,2017-09-26 18:07:41.069,Variant 26,26
11,Appraise property,2017-09-26 21:22:12.080,Variant 26,26
11,Check credit history,2017-09-26 22:15:24.123,Variant 26,26
11,Assess loan risk,2017-09-26 22:59:16.071,Variant 26,26
11,Check credit history,2017-09-26 22:59:16.071,Variant 26,26
11,Assess eligibility,2017-09-26 23:55:47.048,Variant 26,26
11,Check if home insurance quote is requested,2017-09-27 00:28:32.602,Variant 26,26
11,Send acceptance pack,2017-09-27 03:25:42.894,Variant 26,26
11,Verify repayment agreement,2017-09-27 04:27:31.917,Variant 26,26
11,Send acceptance pack,2017-09-27 04:27:31.917,Variant 26,26
11,Approve application,2017-09-27 04:36:17.389,Variant 26,26
11,end_event_Loan  application approved,2017-09-27 05:25:08.257,Variant 26,26
11,End,2017-09-27 05:25:08.257,Variant 26,26
12,Start,2017-09-27 05:25:08.257,Variant 27,27
12,Send home insurance quote,2017-09-27 05:25:08.257,Variant 27,27
12,start_event_Loan  application received,2017-10-01 09:51:55.152,Variant 27,27
12,Check  application  form completeness,2017-10-01 10:49:35.003,Variant 27,27
12,Appraise property,2017-10-01 11:00:06.953,Variant 27,27
12,Check credit history,2017-10-01 13:40:46.121,Variant 27,27
12,Assess loan risk,2017-10-01 14:15:17.209,Variant 27,27
12,Assess eligibility,2017-10-01 16:00:08.231,Variant 27,27
12,Check if home insurance quote is requested,2017-10-01 20:40:42.174,Variant 27,27
12,Send acceptance pack,2017-10-01 20:47:11.582,Variant 27,27
12,Verify repayment agreement,2017-10-01 21:27:44.380,Variant 27,27
12,Approve application,2017-10-01 23:05:05.382,Variant 27,27
12,end_event_Loan  application approved,2017-10-01 23:08:15.605,Variant 27,27
12,End,2017-10-01 23:08:15.605,Variant 27,27
13,Start,2017-10-01 14:33:07.178,Variant 1,1
13,start_event_Loan  application received,2017-10-01 14:33:07.178,Variant 1,1
13,Check  application  form completeness,2017-10-01 18:10:37.350,Variant 1,1
13,Appraise property,2017-10-01 18:44:58.574,Variant 1,1
13,Check credit history,2017-10-01 19:50:43.034,Variant 1,1
13,Assess loan risk,2017-10-01 20:41:14.968,Variant 1,1
13,Assess eligibility,2017-10-01 21:08:26.921,Variant 1,1
13,Reject application,2017-10-01 22:13:04.883,Variant 1,1
13,end_event_Loan application rejected,2017-10-01 23:21:31.943,Variant 1,1
13,End,2017-10-01 23:21:31.943,Variant 1,1
14,Start,2017-10-02 13:23:33.828,Variant 28,28
14,start_event_Loan  application received,2017-10-02 13:23:33.828,Variant 28,28
14,Check  application  form completeness,2017-10-02 13:57:14.964,Variant 28,28
14,Return application back to applicant,2017-10-02 14:04:27.254,Variant 28,28
14,Reject application,2017-10-02 14:04:27.254,Variant 28,28
14,Receive updated application,2017-10-02 14:23:18.422,Variant 28,28
14,Check  application  form completeness,2017-10-02 15:00:30.201,Variant 28,28
14,Return application back to applicant,2017-10-02 16:33:07.460,Variant 28,28
14,Receive updated application,2017-10-02 19:48:08.661,Variant 28,28
14,Check  application  form completeness,2017-10-02 20:50:32.040,Variant 28,28
14,Return application back to applicant,2017-10-02 21:22:15.114,Variant 28,28
14,Receive updated application,2017-10-02 22:10:20.786,Variant 28,28
14,Check  application  form completeness,2017-10-02 22:42:07.476,Variant 28,28
14,Check credit history,2017-10-02 23:23:28.003,Variant 28,28
14,Appraise property,2017-10-02 23:39:42.725,Variant 28,28
14,Assess loan risk,2017-10-02 23:41:04.959,Variant 28,28
14,Assess eligibility,2017-10-03 00:58:44.363,Variant 28,28
14,Reject application,2017-10-03 01:52:22.576,Variant 28,28
14,end_event_Loan application rejected,2017-10-03 01:55:37.123,Variant 28,28
14,End,2017-10-03 01:55:37.123,Variant 28,28
15,Start,2017-10-02 17:07:24.548,Variant 29,29
15,start_event_Loan  application received,2017-10-02 17:07:24.548,Variant 29,29
15,Check  application  form completeness,2017-10-02 17:16:18.858,Variant 29,29
15,Return application back to applicant,2017-10-02 18:09:36.274,Variant 29,29
15,Receive updated application,2017-10-02 18:12:47.590,Variant 29,29
15,Check  application  form completeness,2017-10-02 22:01:39.915,Variant 29,29
15,Return application back to applicant,2017-10-02 22:11:08.112,Variant 29,29
15,Receive updated application,2017-10-02 22:42:09.714,Variant 29,29
15,Check  application  form completeness,2017-10-02 22:44:34.854,Variant 29,29
15,Appraise property,2017-10-02 22:50:52.400,Variant 29,29
15,Check credit history,2017-10-03 01:21:33.606,Variant 29,29
15,Assess loan risk,2017-10-03 02:32:46.276,Variant 29,29
15,Assess eligibility,2017-10-03 03:46:11.907,Variant 29,29
15,Reject application,2017-10-03 10:38:16.183,Variant 29,29
15,Assess eligibility,2017-10-03 10:38:16.183,Variant 29,29
15,end_event_Loan application rejected,2017-10-03 10:47:53.463,Variant 29,29
15,End,2017-10-03 10:47:53.463,Variant 29,29
16,Start,2017-10-03 05:13:22.235,Variant 30,30
16,start_event_Loan  application received,2017-10-03 05:13:22.235,Variant 30,30
16,Check  application  form completeness,2017-10-03 06:09:13.499,Variant 30,30
16,Return application back to applicant,2017-10-03 06:11:12.751,Variant 30,30
16,Check credit history,2017-10-03 06:11:12.751,Variant 30,30
16,Receive updated application,2017-10-03 06:31:35.375,Variant 30,30
16,Check  application  form completeness,2017-10-03 07:59:43.340,Variant 30,30
16,Return application back to applicant,2017-10-03 08:03:24.246,Variant 30,30
16,Receive updated application,2017-10-03 10:01:59.698,Variant 30,30
16,Check  application  form completeness,2017-10-03 11:14:38.939,Variant 30,30
16,Return application back to applicant,2017-10-03 11:52:45.140,Variant 30,30
16,Receive updated application,2017-10-03 12:50:13.272,Variant 30,30
16,Check  application  form completeness,2017-10-03 13:31:54.744,Variant 30,30
16,Check credit history,2017-10-03 14:39:42.989,Variant 30,30
16,Appraise property,2017-10-03 15:25:47.019,Variant 30,30
16,Assess loan risk,2017-10-03 17:33:05.108,Variant 30,30
16,Assess eligibility,2017-10-03 17:47:57.649,Variant 30,30
16,Reject application,2017-10-03 17:53:19.622,Variant 30,30
16,end_event_Loan application rejected,2017-10-03 18:34:58.199,Variant 30,30
16,End,2017-10-03 18:34:58.199,Variant 30,30
17,Start,2017-10-03 13:31:25.942,Variant 31,31
17,start_event_Loan  application received,2017-10-03 13:31:25.942,Variant 31,31
17,Check  application  form completeness,2017-10-03 14:15:37.528,Variant 31,31
17,Return application back to applicant,2017-10-03 14:22:32.949,Variant 31,31
17,Receive updated application,2017-10-03 16:13:23.518,Variant 31,31
17,Check  application  form completeness,2017-10-03 17:55:39.749,Variant 31,31
17,Return application back to applicant,2017-10-03 18:50:17.738,Variant 31,31
17,Receive updated application,2017-10-03 19:44:44.783,Variant 31,31
17,Check  application  form completeness,2017-10-03 21:42:03.371,Variant 31,31
17,Return application back to applicant,2017-10-03 21:54:42.754,Variant 31,31
17,Appraise property,2017-10-03 21:54:42.754,Variant 31,31
17,Receive updated application,2017-10-03 22:20:54.732,Variant 31,31
17,Check  application  form completeness,2017-10-03 22:57:56.351,Variant 31,31
17,start_event_Loan  application received,2017-10-03 22:57:56.351,Variant 31,31
17,Appraise property,2017-10-04 01:56:51.877,Variant 31,31
17,Check credit history,2017-10-04 03:01:01.217,Variant 31,31
17,Assess loan risk,2017-10-04 03:37:04.317,Variant 31,31
17,Assess eligibility,2017-10-04 04:43:15.131,Variant 31,31
17,Reject application,2017-10-04 05:13:50.699,Variant 31,31
17,end_event_Loan application rejected,2017-10-04 05:45:21.229,Variant 31,31
17,End,2017-10-04 05:45:21.229,Variant 31,31
18,Start,2017-10-03 19:54:49.916,Variant 32,32
18,start_event_Loan  application received,2017-10-03 19:54:49.916,Variant 32,32
18,Check  application  form completeness,2017-10-03 20:41:02.650,Variant 32,32
18,Send home insurance quote,2017-10-03 20:41:02.650,Variant 32,32
18,Return application back to applicant,2017-10-03 21:40:54.134,Variant 32,32
18,Receive updated application,2017-10-03 22:48:28.989,Variant 32,32
18,Assess eligibility,2017-10-03 22:48:28.989,Variant 32,32
18,Check  application  form completeness,2017-10-03 22:55:10.768,Variant 32,32
18,Return application back to applicant,2017-10-03 23:34:59.717,Variant 32,32
18,Receive updated application,2017-10-04 02:48:43.442,Variant 32,32
18,Check  application  form completeness,2017-10-04 04:53:54.145,Variant 32,32
18,Verify repayment agreement,2017-10-04 04:53:54.145,Variant 32,32
18,Return application back to applicant,2017-10-04 05:15:09.423,Variant 32,32
18,Check  application  form completeness,2017-10-04 05:15:09.423,Variant 32,32
18,Receive updated application,2017-10-04 06:34:55.441,Variant 32,32
18,Check  application  form completeness,2017-10-04 08:04:40.896,Variant 32,32
18,Reject application,2017-10-04 08:04:40.896,Variant 32,32
18,Check credit history,2017-10-04 08:47:43.955,Variant 32,32
18,Assess loan risk,2017-10-04 09:01:48.012,Variant 32,32
18,Appraise property,2017-10-04 10:21:48.993,Variant 32,32
18,Assess eligibility,2017-10-04 11:51:10.509,Variant 32,32
18,Check if home insurance quote is requested,2017-10-04 12:05:25.365,Variant 32,32
18,Send home insurance quote,2017-10-04 12:08:47.876,Variant 32,32
18,Receive updated application,2017-10-04 12:08:47.876,Variant 32,32
18,Verify repayment agreement,2017-10-04 13:16:53.697,Variant 32,32
18,Cancel application,2017-10-04 13:34:37.296,Variant 32,32
18,end_event_Loan  application canceled,2017-10-04 14:24:29.375,Variant 32,32
18,Assess loan risk,2017-10-04 14:24:29.375,Variant 32,32
18,End,2017-10-04 14:24:29.375,Variant 32,32
19,Start,2017-10-04 22:16:06.847,Variant 33,33
19,start_event_Loan  application received,2017-10-04 22:16:06.847,Variant 33,33
19,Check  application  form completeness,2017-10-04 23:05:42.255,Variant 33,33
19,Return application back to applicant,2017-10-04 23:13:39.550,Variant 33,33
19,Receive updated application,2017-10-04 23:53:58.114,Variant 33,33
19,Send home insurance quote,2017-10-04 23:53:58.114,Variant 33,33
19,Check  application  form completeness,2017-10-05 00:31:40.474,Variant 33,33
19,Return application back to applicant,2017-10-05 00:38:33.766,Variant 33,33
19,Check  application  form completeness,2017-10-05 00:38:33.766,Variant 33,33
19,Receive updated application,2017-10-05 01:50:18.566,Variant 33,33
19,Check  application  form completeness,2017-10-05 06:37:33.776,Variant 33,33
19,Return application back to applicant,2017-10-05 06:38:28.305,Variant 33,33
19,Receive updated application,2017-10-05 07:12:50.396,Variant 33,33
19,Check  application  form completeness,2017-10-05 08:10:33.009,Variant 33,33
19,Return application back to applicant,2017-10-05 12:00:57.068,Variant 33,33
19,Receive updated application,2017-10-05 14:06:07.970,Variant 33,33
19,Check  application  form completeness,2017-10-05 15:26:11.319,Variant 33,33
19,Check if home insurance quote is requested,2017-10-05 15:26:11.319,Variant 33,33
19,Return application back to applicant,2017-10-05 16:35:27.215,Variant 33,33
19,Receive updated application,2017-10-05 16:47:56.424,Variant 33,33
19,Check  application  form completeness,2017-10-05 18:36:08.560,Variant 33,33
19,Return application back to applicant,2017-10-05 18:55:23.872,Variant 33,33
19,Receive updated application,2017-10-05 19:32:23.887,Variant 33,33
19,Check  application  form completeness,2017-10-05 21:23:58.290,Variant 33,33
19,Return application back to applicant,2017-10-05 23:06:58.185,Variant 33,33
19,Receive updated application,2017-10-05 23:16:44.299,Variant 33,33
19,Check  application  form completeness,2017-10-06 00:12:46.124,Variant 33,33
19,Appraise property,2017-10-06 00:25:39.447,Variant 33,33
19,Check credit history,2017-10-06 00:49:38.633,Variant 33,33
19,Assess loan risk,2017-10-06 02:40:09.160,Variant 33,33
19,Assess eligibility,2017-10-06 05:49:24.779,Variant 33,33
19,Reject application,2017-10-06 06:53:46.778,Variant 33,33
19,end_event_Loan application rejected,2017-10-06 07:43:20.931,Variant 33,33
19,End,2017-10-06 07:43:20.931,Variant 33,33
20,start_event_Loan  application received,2017-10-04 22:17:13.953,Variant 34,34
20,Check  application  form completeness,2017-10-04 23:05:31.920,Variant 34,34
20,Check credit history,2017-10-04 23:39:49.225,Variant 34,34
20,Appraise property,2017-10-05 00:43:12.172,Variant 34,34
20,Assess loan risk,2017-10-05 01:21:59.500,Variant 34,34
20,Assess eligibility,2017-10-05 01:43:00.298,Variant 34,34
20,Check if home insurance quote is requested,2017-10-05 02:50:07.639,Variant 34,34
20,Send acceptance pack,2017-10-05 02:57:16.103,Variant 34,34
20,Verify repayment agreement,2017-10-05 04:22:10.537,Variant 34,34
20,Cancel application,2017-10-05 04:25:14.058,Variant 34,34
20,end_event_Loan  application canceled,2017-10-05 04:35:46.453,Variant 34,34
20,End,2017-10-05 04:35:46.453,Variant 34,34
20,Start,2017-10-06 07:43:20.931,Variant 34,34
20,Receive updated application,2017-10-06 07:43:20.931,Variant 34,34
21,Start,2017-10-05 04:35:46.453,Variant 35,35
21,Check credit history,2017-10-05 04:35:46.453,Variant 35,35
21,start_event_Loan  application received,2017-10-06 04:42:07.959,Variant 35,35
21,Appraise property,2017-10-06 04:42:07.959,Variant 35,35
21,Check  application  form completeness,2017-10-06 06:03:23.454,Variant 35,35
21,Appraise property,2017-10-06 07:25:26.975,Variant 35,35
21,Check credit history,2017-10-06 07:55:41.468,Variant 35,35
21,Assess loan risk,2017-10-06 09:23:44.766,Variant 35,35
21,Assess eligibility,2017-10-06 09:52:51.460,Variant 35,35
21,Reject application,2017-10-06 10:59:48.915,Variant 35,35
21,end_event_Loan application rejected,2017-10-06 11:19:24.890,Variant 35,35
21,End,2017-10-06 11:19:24.890,Variant 35,35
22,Start,2017-10-07 05:37:34.398,Variant 36,36
22,start_event_Loan  application received,2017-10-07 05:37:34.398,Variant 36,36
22,Check  application  form completeness,2017-10-07 07:31:56.352,Variant 36,36
22,Check credit history,2017-10-07 08:38:28.213,Variant 36,36
22,Assess loan risk,2017-10-07 09:02:44.577,Variant 36,36
22,Appraise property,2017-10-07 09:58:30.514,Variant 36,36
22,Assess eligibility,2017-10-07 10:06:41.983,Variant 36,36
22,Reject application,2017-10-07 10:19:12.674,Variant 36,36
22,end_event_Loan application rejected,2017-10-07 11:41:11.523,Variant 36,36
22,end_event_Loan application rejected,2017-10-07 11:41:11.523,Variant 36,36
22,End,2017-10-07 11:41:11.523,Variant 36,36
23,Start,2017-10-08 15:32:42.764,Variant 37,37
23,start_event_Loan  application received,2017-10-08 15:32:42.764,Variant 37,37
23,Check  application  form completeness,2017-10-08 17:32:05.486,Variant 37,37
23,Return application back to applicant,2017-10-08 17:52:43.378,Variant 37,37
23,Receive updated application,2017-10-08 18:13:02.907,Variant 37,37
23,Check  application  form completeness,2017-10-08 18:31:26.405,Variant 37,37
23,Check if home insurance quote is requested,2017-10-08 18:31:26.405,Variant 37,37
23,Appraise property,2017-10-08 19:14:43.712,Variant 37,37
23,end_event_Loan  application approved,2017-10-08 19:14:43.712,Variant 37,37
23,Check credit history,2017-10-08 20:04:59.950,Variant 37,37
23,end_event_Loan  application approved,2017-10-08 20:04:59.950,Variant 37,37
23,Assess loan risk,2017-10-08 20:28:09.149,Variant 37,37
23,Verify repayment agreement,2017-10-08 20:28:09.149,Variant 37,37
23,Assess eligibility,2017-10-08 22:35:08.483,Variant 37,37
23,Assess loan risk,2017-10-08 22:35:08.483,Variant 37,37
23,Check if home insurance quote is requested,2017-10-08 23:50:19.526,Variant 37,37
23,Send acceptance pack,2017-10-09 02:35:45.401,Variant 37,37
23,Verify repayment agreement,2017-10-09 03:13:02.603,Variant 37,37
23,Cancel application,2017-10-09 04:32:24.982,Variant 37,37
23,end_event_Loan  application canceled,2017-10-09 06:05:23.035,Variant 37,37
23,End,2017-10-09 06:05:23.035,Variant 37,37
24,Start,2017-10-08 20:52:30.021,Variant 38,38
24,start_event_Loan  application received,2017-10-08 20:52:30.021,Variant 38,38
24,Check  application  form completeness,2017-10-08 20:52:38.348,Variant 38,38
24,Appraise property,2017-10-08 21:11:05.685,Variant 38,38
24,Check credit history,2017-10-08 22:15:29.252,Variant 38,38
24,Assess loan risk,2017-10-08 22:36:54.270,Variant 38,38
24,Assess eligibility,2017-10-08 22:49:29.761,Variant 38,38
24,Check if home insurance quote is requested,2017-10-08 23:06:25.320,Variant 38,38
24,end_event_Loan  application approved,2017-10-08 23:06:25.320,Variant 38,38
24,Send acceptance pack,2017-10-09 00:24:46.328,Variant 38,38
24,Verify repayment agreement,2017-10-09 00:31:58.955,Variant 38,38
24,Approve application,2017-10-09 01:51:02.219,Variant 38,38
24,end_event_Loan  application approved,2017-10-09 01:57:23.710,Variant 38,38
24,Receive updated application,2017-10-09 01:57:23.710,Variant 38,38
24,End,2017-10-09 01:57:23.710,Variant 38,38
25,Start,2017-10-09 15:12:20.460,Variant 39,39
25,start_event_Loan  application received,2017-10-09 15:12:20.460,Variant 39,39
25,Check  application  form completeness,2017-10-09 15:20:02.573,Variant 39,39
