Case ID,Activity,Complete Timestamp,Variant,Variant index,lifecycle:transition
1,Approve application,2017-09-17 23:52:23.913,Variant 35,35,complete
2,Start,2017-09-18 00:43:37.998,Variant 3,3,Start
2,Start,2017-09-18 00:43:37.998,Variant 3,3,Start
2,start_event_Loan  application received,2017-09-18 00:43:37.998,Variant 3,3,complete
2,Check  application  form completeness,2017-09-18 00:48:13.718,Variant 3,3,complete
1,end_event_Loan  application approved,2017-09-18 01:04:33.376,Variant 35,35,complete
1,End,2017-09-18 01:04:33.376,Variant 35,35,End
2,Check credit history,2017-09-18 01:09:52.471,Variant 3,3,complete
2,Appraise property,2017-09-18 03:15:39.913,Variant 3,3,complete
2,Assess loan risk,2017-09-18 04:26:01.210,Variant 3,3,complete
2,Assess eligibility,2017-09-18 04:39:57.561,Variant 3,3,complete
2,Reject application,2017-09-18 04:41:17.909,Variant 3,3,complete
2,end_event_Loan application rejected,2017-09-18 05:45:50.636,Variant 3,3,complete
2,End,2017-09-18 05:45:50.636,Variant 3,3,End
3,Start,2017-09-18 22:35:29.414,Variant 4,4,Start
3,start_event_Loan  application received,2017-09-18 22:35:29.414,Variant 4,4,complete
3,Start,2017-09-18 22:35:29.414,Variant 4,4,Start
3,Check  application  form completeness,2017-09-18 23:05:01.007,Variant 4,4,complete
3,Return application back to applicant,2017-09-19 03:04:05.282,Variant 4,4,complete
3,Receive updated application,2017-09-19 03:21:59.313,Variant 4,4,complete
3,Check  application  form completeness,2017-09-19 04:55:33.179,Variant 4,4,complete
3,Appraise property,2017-09-19 07:18:34.832,Variant 4,4,complete
3,Check credit history,2017-09-19 07:23:49.085,Variant 4,4,complete
3,Assess loan risk,2017-09-19 07:52:45.889,Variant 4,4,complete
3,Assess eligibility,2017-09-19 07:54:25.009,Variant 4,4,complete
3,Reject application,2017-09-19 08:51:02.855,Variant 4,4,complete
3,end_event_Loan application rejected,2017-09-19 09:09:02.293,Variant 4,4,complete
3,End,2017-09-19 09:09:02.293,Variant 4,4,End
4,Start,2017-09-19 15:28:31.597,Variant 4,4,Start
4,start_event_Loan  application received,2017-09-19 15:28:31.597,Variant 4,4,complete
4,Start,2017-09-19 15:28:31.597,Variant 4,4,Start
4,Check  application  form completeness,2017-09-19 15:29:09.007,Variant 4,4,complete
4,Return application back to applicant,2017-09-19 15:32:42.671,Variant 4,4,complete
4,Receive updated application,2017-09-19 16:41:28.911,Variant 4,4,complete
4,Check  application  form completeness,2017-09-19 17:16:44.668,Variant 4,4,complete
4,Appraise property,2017-09-19 19:31:37.752,Variant 4,4,complete
4,Check credit history,2017-09-19 19:33:28.182,Variant 4,4,complete
4,Assess loan risk,2017-09-19 19:47:36.741,Variant 4,4,complete
4,Assess eligibility,2017-09-19 19:59:22.218,Variant 4,4,complete
4,Reject application,2017-09-19 20:29:55.282,Variant 4,4,complete
4,end_event_Loan application rejected,2017-09-19 21:43:00.973,Variant 4,4,complete
4,End,2017-09-19 21:43:00.973,Variant 4,4,End
5,Start,2017-09-20 05:16:01.882,Variant 10,10,Start
5,start_event_Loan  application received,2017-09-20 05:16:01.882,Variant 10,10,complete
5,Start,2017-09-20 05:16:01.882,Variant 10,10,Start
5,Check  application  form completeness,2017-09-20 06:51:03.068,Variant 10,10,complete
5,Appraise property,2017-09-20 07:29:56.354,Variant 10,10,complete
5,Check credit history,2017-09-20 09:11:21.992,Variant 10,10,complete
5,Assess loan risk,2017-09-20 09:12:49.279,Variant 10,10,complete
5,Assess eligibility,2017-09-20 09:46:08.464,Variant 10,10,complete
5,Check if home insurance quote is requested,2017-09-20 09:53:24.998,Variant 10,10,complete
5,Send acceptance pack,2017-09-20 12:08:41.444,Variant 10,10,complete
5,Verify repayment agreement,2017-09-20 12:12:17.763,Variant 10,10,complete
5,Approve application,2017-09-20 12:28:47.387,Variant 10,10,complete
5,end_event_Loan  application approved,2017-09-20 13:15:38.794,Variant 10,10,complete
5,End,2017-09-20 13:15:38.794,Variant 10,10,End
6,start_event_Loan  application received,2017-09-24 12:04:51.726,Variant 10,10,complete
6,Start,2017-09-24 12:04:51.726,Variant 10,10,Start
6,Start,2017-09-24 12:04:51.726,Variant 10,10,Start
6,Check  application  form completeness,2017-09-24 12:30:09.895,Variant 10,10,complete
6,Appraise property,2017-09-24 13:28:05.092,Variant 10,10,complete
6,Check credit history,2017-09-24 13:41:40.755,Variant 10,10,complete
6,Assess loan risk,2017-09-24 14:27:57.762,Variant 10,10,complete
6,Assess eligibility,2017-09-24 14:29:26.827,Variant 10,10,complete
6,Check if home insurance quote is requested,2017-09-24 15:21:03.680,Variant 10,10,complete
6,Send acceptance pack,2017-09-24 16:14:20.966,Variant 10,10,complete
6,Verify repayment agreement,2017-09-24 17:57:35.073,Variant 10,10,complete
6,Approve application,2017-09-24 19:04:35.468,Variant 10,10,complete
6,end_event_Loan  application approved,2017-09-24 20:45:53.752,Variant 10,10,complete
6,End,2017-09-24 20:45:53.752,Variant 10,10,End
7,Start,2017-09-25 20:36:07.221,Variant 2,2,Start
7,start_event_Loan  application received,2017-09-25 20:36:07.221,Variant 2,2,complete
7,Start,2017-09-25 20:36:07.221,Variant 2,2,Start
7,Check  application  form completeness,2017-09-25 20:39:02.598,Variant 2,2,complete
7,Check credit history,2017-09-25 22:00:01.351,Variant 2,2,complete
7,Assess loan risk,2017-09-25 22:59:58.768,Variant 2,2,complete
7,Appraise property,2017-09-26 01:42:59.355,Variant 2,2,complete
7,Assess eligibility,2017-09-26 02:05:47.529,Variant 2,2,complete
7,Reject application,2017-09-26 02:30:23.048,Variant 2,2,complete
7,end_event_Loan application rejected,2017-09-26 03:07:33.307,Variant 2,2,complete
7,End,2017-09-26 03:07:33.307,Variant 2,2,End
8,Start,2017-09-26 05:29:31.139,Variant 38,38,Start
8,Start,2017-09-26 05:29:31.139,Variant 38,38,Start
8,start_event_Loan  application received,2017-09-26 05:29:31.139,Variant 38,38,complete
8,Check  application  form completeness,2017-09-26 05:39:07.712,Variant 38,38,complete
8,Return application back to applicant,2017-09-26 08:14:00.849,Variant 38,38,complete
8,Receive updated application,2017-09-26 11:35:54.076,Variant 38,38,complete
8,Check  application  form completeness,2017-09-26 12:09:41.440,Variant 38,38,complete
8,Check credit history,2017-09-26 12:38:08.335,Variant 38,38,complete
8,Assess loan risk,2017-09-26 14:51:34.470,Variant 38,38,complete
8,Appraise property,2017-09-26 20:46:03.141,Variant 38,38,complete
8,Assess eligibility,2017-09-26 21:49:21.824,Variant 38,38,complete
8,Check if home insurance quote is requested,2017-09-26 23:17:00.259,Variant 38,38,complete
8,Send acceptance pack,2017-09-27 00:43:48.276,Variant 38,38,complete
8,Verify repayment agreement,2017-09-27 00:51:58.109,Variant 38,38,complete
8,Approve application,2017-09-27 00:54:28.145,Variant 38,38,complete
8,end_event_Loan  application approved,2017-09-27 04:23:01.744,Variant 38,38,complete
8,End,2017-09-27 04:23:01.744,Variant 38,38,End
9,Start,2017-09-27 04:34:35.399,Variant 2,2,Start
9,Start,2017-09-27 04:34:35.399,Variant 2,2,Start
9,start_event_Loan  application received,2017-09-27 04:34:35.399,Variant 2,2,complete
9,Check  application  form completeness,2017-09-27 04:51:49.491,Variant 2,2,complete
9,Check credit history,2017-09-27 04:56:19.114,Variant 2,2,complete
9,Assess loan risk,2017-09-27 06:58:20.703,Variant 2,2,complete
9,Appraise property,2017-09-27 07:18:42.936,Variant 2,2,complete
9,Assess eligibility,2017-09-27 07:50:09.240,Variant 2,2,complete
9,Reject application,2017-09-27 14:34:34.625,Variant 2,2,complete
9,end_event_Loan application rejected,2017-09-27 15:39:27.359,Variant 2,2,complete
9,End,2017-09-27 15:39:27.359,Variant 2,2,End
10,Start,2017-09-29 02:45:48.606,Variant 13,13,Start
10,Start,2017-09-29 02:45:48.606,Variant 13,13,Start
10,start_event_Loan  application received,2017-09-29 02:45:48.606,Variant 13,13,complete
10,Check  application  form completeness,2017-09-29 03:19:54.620,Variant 13,13,complete
10,Return application back to applicant,2017-09-29 04:56:58.296,Variant 13,13,complete
10,Receive updated application,2017-09-29 06:36:17.345,Variant 13,13,complete
10,Check  application  form completeness,2017-09-29 06:45:45.057,Variant 13,13,complete
10,Return application back to applicant,2017-09-29 11:04:03.466,Variant 13,13,complete
10,Receive updated application,2017-09-29 11:25:13.811,Variant 13,13,complete
10,Check  application  form completeness,2017-09-29 11:37:37.803,Variant 13,13,complete
10,Appraise property,2017-09-29 13:09:37.939,Variant 13,13,complete
10,Check credit history,2017-09-29 13:28:52.806,Variant 13,13,complete
10,Assess loan risk,2017-09-29 13:38:50.487,Variant 13,13,complete
10,Assess eligibility,2017-09-29 13:47:15.373,Variant 13,13,complete
10,Check if home insurance quote is requested,2017-09-29 13:52:53.683,Variant 13,13,complete
10,Send home insurance quote,2017-09-29 14:48:54.268,Variant 13,13,complete
10,Verify repayment agreement,2017-09-29 16:26:09.981,Variant 13,13,complete
10,Approve application,2017-09-29 17:43:35.315,Variant 13,13,complete
11,Start,2017-09-29 18:02:14.129,Variant 32,32,Start
11,Start,2017-09-29 18:02:14.129,Variant 32,32,Start
11,start_event_Loan  application received,2017-09-29 18:02:14.129,Variant 32,32,complete
11,Check  application  form completeness,2017-09-29 18:09:08.570,Variant 32,32,complete
10,end_event_Loan  application approved,2017-09-29 18:50:02.431,Variant 13,13,complete
10,End,2017-09-29 18:50:02.431,Variant 13,13,End
11,Check credit history,2017-09-29 20:34:41.753,Variant 32,32,complete
11,Appraise property,2017-09-29 23:52:26.242,Variant 32,32,complete
11,Assess loan risk,2017-09-30 00:24:04.664,Variant 32,32,complete
12,Start,2017-09-30 00:30:51.806,Variant 58,58,Start
12,Start,2017-09-30 00:30:51.806,Variant 58,58,Start
12,start_event_Loan  application received,2017-09-30 00:30:51.806,Variant 58,58,complete
11,Assess eligibility,2017-09-30 00:32:03.938,Variant 32,32,complete
11,Check if home insurance quote is requested,2017-09-30 03:23:15.766,Variant 32,32,complete
12,Check  application  form completeness,2017-09-30 03:26:36.280,Variant 58,58,complete
12,Return application back to applicant,2017-09-30 03:31:32.645,Variant 58,58,complete
11,Send acceptance pack,2017-09-30 04:01:40.104,Variant 32,32,complete
12,Receive updated application,2017-09-30 04:56:50.849,Variant 58,58,complete
13,Start,2017-09-30 05:41:53.545,Variant 2,2,Start
13,start_event_Loan  application received,2017-09-30 05:41:53.545,Variant 2,2,complete
13,Start,2017-09-30 05:41:53.545,Variant 2,2,Start
13,Check  application  form completeness,2017-09-30 06:06:57.286,Variant 2,2,complete
12,Check  application  form completeness,2017-09-30 06:36:05.052,Variant 58,58,complete
11,Verify repayment agreement,2017-09-30 06:49:45.912,Variant 32,32,complete
11,Cancel application,2017-09-30 06:55:59.391,Variant 32,32,complete
13,Check credit history,2017-09-30 07:07:09.846,Variant 2,2,complete
11,end_event_Loan  application canceled,2017-09-30 07:36:14.958,Variant 32,32,complete
11,End,2017-09-30 07:36:14.958,Variant 32,32,End
13,Assess loan risk,2017-09-30 08:06:10.439,Variant 2,2,complete
12,Return application back to applicant,2017-09-30 08:10:32.546,Variant 58,58,complete
12,Receive updated application,2017-09-30 08:11:47.113,Variant 58,58,complete
13,Appraise property,2017-09-30 08:30:53.447,Variant 2,2,complete
13,Assess eligibility,2017-09-30 08:32:06.731,Variant 2,2,complete
12,Check  application  form completeness,2017-09-30 08:35:39.766,Variant 58,58,complete
12,Return application back to applicant,2017-09-30 09:28:37.168,Variant 58,58,complete
12,Receive updated application,2017-09-30 09:48:53.986,Variant 58,58,complete
13,Reject application,2017-09-30 10:25:20.403,Variant 2,2,complete
12,Check  application  form completeness,2017-09-30 10:42:52.042,Variant 58,58,complete
13,end_event_Loan application rejected,2017-09-30 13:00:51.479,Variant 2,2,complete
13,End,2017-09-30 13:00:51.479,Variant 2,2,End
12,Return application back to applicant,2017-09-30 13:20:47.410,Variant 58,58,complete
12,Receive updated application,2017-09-30 14:12:09.600,Variant 58,58,complete
12,Check  application  form completeness,2017-09-30 15:50:49.063,Variant 58,58,complete
12,Return application back to applicant,2017-09-30 18:06:07.045,Variant 58,58,complete
12,Receive updated application,2017-09-30 19:08:37.159,Variant 58,58,complete
12,Check  application  form completeness,2017-09-30 19:08:55.080,Variant 58,58,complete
12,Return application back to applicant,2017-09-30 20:29:24.171,Variant 58,58,complete
12,Receive updated application,2017-09-30 21:59:34.263,Variant 58,58,complete
12,Check  application  form completeness,2017-09-30 22:07:45.725,Variant 58,58,complete
12,Check credit history,2017-10-01 00:32:33.892,Variant 58,58,complete
12,Appraise property,2017-10-01 00:33:25.724,Variant 58,58,complete
12,Assess loan risk,2017-10-01 00:55:28.493,Variant 58,58,complete
12,Assess eligibility,2017-10-01 01:03:00.107,Variant 58,58,complete
12,Reject application,2017-10-01 01:08:19.860,Variant 58,58,complete
12,end_event_Loan application rejected,2017-10-01 01:14:49.430,Variant 58,58,complete
12,End,2017-10-01 01:14:49.430,Variant 58,58,End
14,Start,2017-10-01 09:02:14.030,Variant 1,1,Start
14,Start,2017-10-01 09:02:14.030,Variant 1,1,Start
14,start_event_Loan  application received,2017-10-01 09:02:14.030,Variant 1,1,complete
14,Check  application  form completeness,2017-10-01 09:06:07.583,Variant 1,1,complete
14,Appraise property,2017-10-01 09:48:54.320,Variant 1,1,complete
14,Check credit history,2017-10-01 11:05:49.679,Variant 1,1,complete
14,Assess loan risk,2017-10-01 13:30:27.624,Variant 1,1,complete
14,Assess eligibility,2017-10-01 13:54:05.347,Variant 1,1,complete
14,Reject application,2017-10-01 14:41:48.931,Variant 1,1,complete
14,end_event_Loan application rejected,2017-10-01 16:43:23.914,Variant 1,1,complete
14,End,2017-10-01 16:43:23.914,Variant 1,1,End
15,Start,2017-10-02 00:09:47.202,Variant 1,1,Start
15,Start,2017-10-02 00:09:47.202,Variant 1,1,Start
15,start_event_Loan  application received,2017-10-02 00:09:47.202,Variant 1,1,complete
16,start_event_Loan  application received,2017-10-02 00:34:34.842,Variant 34,34,complete
16,Start,2017-10-02 00:34:34.842,Variant 34,34,Start
16,Start,2017-10-02 00:34:34.842,Variant 34,34,Start
16,Check  application  form completeness,2017-10-02 01:35:37.643,Variant 34,34,complete
15,Check  application  form completeness,2017-10-02 01:39:34.553,Variant 1,1,complete
15,Appraise property,2017-10-02 01:41:28.882,Variant 1,1,complete
16,Return application back to applicant,2017-10-02 02:25:13.325,Variant 34,34,complete
15,Check credit history,2017-10-02 03:22:57.467,Variant 1,1,complete
16,Receive updated application,2017-10-02 03:57:01.799,Variant 34,34,complete
15,Assess loan risk,2017-10-02 04:40:04.391,Variant 1,1,complete
16,Check  application  form completeness,2017-10-02 04:43:41.505,Variant 34,34,complete
16,Return application back to applicant,2017-10-02 05:08:35.676,Variant 34,34,complete
16,Receive updated application,2017-10-02 05:57:15.450,Variant 34,34,complete
16,Check  application  form completeness,2017-10-02 06:34:15.881,Variant 34,34,complete
15,Assess eligibility,2017-10-02 06:56:22.516,Variant 1,1,complete
15,Reject application,2017-10-02 09:41:30.191,Variant 1,1,complete
16,Appraise property,2017-10-02 09:59:39.179,Variant 34,34,complete
15,End,2017-10-02 10:33:27.098,Variant 1,1,End
15,end_event_Loan application rejected,2017-10-02 10:33:27.098,Variant 1,1,complete
16,Check credit history,2017-10-02 10:48:40.517,Variant 34,34,complete
16,Assess loan risk,2017-10-02 11:09:45.994,Variant 34,34,complete
16,Assess eligibility,2017-10-02 11:27:47.455,Variant 34,34,complete
16,Check if home insurance quote is requested,2017-10-02 11:29:46.345,Variant 34,34,complete
16,Send acceptance pack,2017-10-02 11:54:58.954,Variant 34,34,complete
16,Verify repayment agreement,2017-10-02 12:23:37.467,Variant 34,34,complete
16,Approve application,2017-10-02 16:30:18.107,Variant 34,34,complete
16,end_event_Loan  application approved,2017-10-02 17:28:32.564,Variant 34,34,complete
16,End,2017-10-02 17:28:32.564,Variant 34,34,End
17,Start,2017-10-03 13:49:29.155,Variant 27,27,Start
17,Start,2017-10-03 13:49:29.155,Variant 27,27,Start
17,start_event_Loan  application received,2017-10-03 13:49:29.155,Variant 27,27,complete
17,Check  application  form completeness,2017-10-03 13:57:44.395,Variant 27,27,complete
17,Return application back to applicant,2017-10-03 16:15:50.992,Variant 27,27,complete
17,Receive updated application,2017-10-03 17:02:38.771,Variant 27,27,complete
17,Check  application  form completeness,2017-10-03 21:06:48.018,Variant 27,27,complete
17,Check credit history,2017-10-03 22:36:10.602,Variant 27,27,complete
17,Assess loan risk,2017-10-03 22:42:26.979,Variant 27,27,complete
17,Appraise property,2017-10-04 02:35:20.290,Variant 27,27,complete
18,Start,2017-10-04 02:45:57.992,Variant 17,17,Start
18,Start,2017-10-04 02:45:57.992,Variant 17,17,Start
18,start_event_Loan  application received,2017-10-04 02:45:57.992,Variant 17,17,complete
18,Check  application  form completeness,2017-10-04 03:09:59.812,Variant 17,17,complete
17,Assess eligibility,2017-10-04 03:15:30.047,Variant 27,27,complete
18,Check credit history,2017-10-04 04:03:02.181,Variant 17,17,complete
17,Check if home insurance quote is requested,2017-10-04 04:03:41.336,Variant 27,27,complete
17,Send home insurance quote,2017-10-04 04:33:00.913,Variant 27,27,complete
17,Verify repayment agreement,2017-10-04 05:58:33.755,Variant 27,27,complete
18,Assess loan risk,2017-10-04 06:57:08.940,Variant 17,17,complete
18,Appraise property,2017-10-04 08:09:18.231,Variant 17,17,complete
17,Cancel application,2017-10-04 08:23:15.042,Variant 27,27,complete
17,end_event_Loan  application canceled,2017-10-04 10:25:10.894,Variant 27,27,complete
17,End,2017-10-04 10:25:10.894,Variant 27,27,End
19,Start,2017-10-04 12:43:21.283,Variant 3,3,Start
19,start_event_Loan  application received,2017-10-04 12:43:21.283,Variant 3,3,complete
19,Start,2017-10-04 12:43:21.283,Variant 3,3,Start
19,Check  application  form completeness,2017-10-04 14:22:52.516,Variant 3,3,complete
19,Check credit history,2017-10-04 14:29:41.883,Variant 3,3,complete
18,Assess eligibility,2017-10-04 15:21:52.071,Variant 17,17,complete
18,Check if home insurance quote is requested,2017-10-04 15:46:19.036,Variant 17,17,complete
18,Send acceptance pack,2017-10-04 15:52:32.016,Variant 17,17,complete
19,Appraise property,2017-10-04 16:06:04.925,Variant 3,3,complete
18,Verify repayment agreement,2017-10-04 16:17:05.092,Variant 17,17,complete
18,Approve application,2017-10-04 16:37:24.871,Variant 17,17,complete
19,Assess loan risk,2017-10-04 16:53:52.042,Variant 3,3,complete
18,end_event_Loan  application approved,2017-10-04 17:39:41.530,Variant 17,17,complete
18,End,2017-10-04 17:39:41.530,Variant 17,17,End
19,Assess eligibility,2017-10-04 18:01:36.866,Variant 3,3,complete
19,Reject application,2017-10-04 19:15:40.891,Variant 3,3,complete
19,end_event_Loan application rejected,2017-10-04 19:40:04.949,Variant 3,3,complete
19,End,2017-10-04 19:40:04.949,Variant 3,3,End
20,Start,2017-10-06 03:45:07.399,Variant 9,9,Start
20,Start,2017-10-06 03:45:07.399,Variant 9,9,Start
20,start_event_Loan  application received,2017-10-06 03:45:07.399,Variant 9,9,complete
20,Check  application  form completeness,2017-10-06 04:36:44.544,Variant 9,9,complete
20,Return application back to applicant,2017-10-06 05:43:03.531,Variant 9,9,complete
20,Receive updated application,2017-10-06 06:13:37.838,Variant 9,9,complete
20,Check  application  form completeness,2017-10-06 06:27:58.558,Variant 9,9,complete
20,Return application back to applicant,2017-10-06 06:48:04.022,Variant 9,9,complete
20,Receive updated application,2017-10-06 06:50:42.822,Variant 9,9,complete
20,Check  application  form completeness,2017-10-06 07:54:25.437,Variant 9,9,complete
20,Appraise property,2017-10-06 08:13:39.058,Variant 9,9,complete
20,Check credit history,2017-10-06 10:47:08.160,Variant 9,9,complete
20,Assess loan risk,2017-10-06 12:03:19.074,Variant 9,9,complete
20,Assess eligibility,2017-10-06 12:05:17.783,Variant 9,9,complete
20,Reject application,2017-10-06 13:45:53.146,Variant 9,9,complete
20,end_event_Loan application rejected,2017-10-06 13:53:31.822,Variant 9,9,complete
20,End,2017-10-06 13:53:31.822,Variant 9,9,End
21,Start,2017-10-07 13:12:42.915,Variant 2,2,Start
21,Start,2017-10-07 13:12:42.915,Variant 2,2,Start
21,start_event_Loan  application received,2017-10-07 13:12:42.915,Variant 2,2,complete
21,Check  application  form completeness,2017-10-07 13:14:22.863,Variant 2,2,complete
21,Check credit history,2017-10-07 13:27:43.242,Variant 2,2,complete
21,Assess loan risk,2017-10-07 13:30:17.844,Variant 2,2,complete
21,Appraise property,2017-10-07 14:03:09.743,Variant 2,2,complete
21,Assess eligibility,2017-10-07 14:13:06.914,Variant 2,2,complete
21,Reject application,2017-10-07 15:18:04.707,Variant 2,2,complete
21,end_event_Loan application rejected,2017-10-07 16:48:39.581,Variant 2,2,complete
21,End,2017-10-07 16:48:39.581,Variant 2,2,End
22,Start,2017-10-09 04:59:07.188,Variant 22,22,Start
22,Start,2017-10-09 04:59:07.188,Variant 22,22,Start
22,start_event_Loan  application received,2017-10-09 04:59:07.188,Variant 22,22,complete
22,Check  application  form completeness,2017-10-09 05:10:36.151,Variant 22,22,complete
22,Return application back to applicant,2017-10-09 07:47:28.171,Variant 22,22,complete
22,Receive updated application,2017-10-09 07:56:33.435,Variant 22,22,complete
23,Start,2017-10-09 09:38:13.954,Variant 36,36,Start
23,start_event_Loan  application received,2017-10-09 09:38:13.954,Variant 36,36,complete
23,Start,2017-10-09 09:38:13.954,Variant 36,36,Start
22,Check  application  form completeness,2017-10-09 11:26:30.948,Variant 22,22,complete
22,Return application back to applicant,2017-10-09 11:45:12.328,Variant 22,22,complete
23,Check  application  form completeness,2017-10-09 14:43:54.881,Variant 36,36,complete
22,Receive updated application,2017-10-09 15:28:27.667,Variant 22,22,complete
23,Return application back to applicant,2017-10-09 15:49:03.553,Variant 36,36,complete
22,Check  application  form completeness,2017-10-09 15:50:57.618,Variant 22,22,complete
22,Return application back to applicant,2017-10-09 16:31:02.454,Variant 22,22,complete
23,Receive updated application,2017-10-09 18:30:45.260,Variant 36,36,complete
23,Check  application  form completeness,2017-10-09 18:43:00.332,Variant 36,36,complete
22,Receive updated application,2017-10-09 18:56:29.988,Variant 22,22,complete
23,Return application back to applicant,2017-10-09 19:00:57.942,Variant 36,36,complete
23,Receive updated application,2017-10-09 19:18:37.904,Variant 36,36,complete
22,Check  application  form completeness,2017-10-09 20:14:18.740,Variant 22,22,complete
22,Return application back to applicant,2017-10-09 22:24:36.369,Variant 22,22,complete
22,Receive updated application,2017-10-09 22:32:09.135,Variant 22,22,complete
22,Check  application  form completeness,2017-10-09 22:43:13.038,Variant 22,22,complete
22,Appraise property,2017-10-09 22:49:33.718,Variant 22,22,complete
22,Check credit history,2017-10-09 23:16:39.286,Variant 22,22,complete
23,Check  application  form completeness,2017-10-09 23:54:29.936,Variant 36,36,complete
23,Check credit history,2017-10-10 00:04:03.590,Variant 36,36,complete
23,Appraise property,2017-10-10 02:14:20.285,Variant 36,36,complete
22,Assess loan risk,2017-10-10 03:08:23.097,Variant 22,22,complete
22,Assess eligibility,2017-10-10 03:15:19.184,Variant 22,22,complete
23,Assess loan risk,2017-10-10 03:35:19.523,Variant 36,36,complete
23,Assess eligibility,2017-10-10 03:45:28.431,Variant 36,36,complete
23,Check if home insurance quote is requested,2017-10-10 03:52:31.764,Variant 36,36,complete
22,Reject application,2017-10-10 03:54:06.877,Variant 22,22,complete
23,Send acceptance pack,2017-10-10 04:15:57.135,Variant 36,36,complete
23,Verify repayment agreement,2017-10-10 04:22:27.684,Variant 36,36,complete
22,end_event_Loan application rejected,2017-10-10 05:17:53.534,Variant 22,22,complete
22,End,2017-10-10 05:17:53.534,Variant 22,22,End
23,Approve application,2017-10-10 11:18:19.526,Variant 36,36,complete
23,end_event_Loan  application approved,2017-10-10 11:31:09.854,Variant 36,36,complete
23,End,2017-10-10 11:31:09.854,Variant 36,36,End
24,Start,2017-10-10 18:06:25.853,Variant 1,1,Start
24,Start,2017-10-10 18:06:25.853,Variant 1,1,Start
24,start_event_Loan  application received,2017-10-10 18:06:25.853,Variant 1,1,complete
24,Check  application  form completeness,2017-10-10 19:41:47.943,Variant 1,1,complete
24,Appraise property,2017-10-10 19:41:55.605,Variant 1,1,complete
24,Check credit history,2017-10-10 22:43:42.896,Variant 1,1,complete
24,Assess loan risk,2017-10-11 00:00:36.964,Variant 1,1,complete
24,Assess eligibility,2017-10-11 00:19:32.232,Variant 1,1,complete
24,Reject application,2017-10-11 01:20:37.249,Variant 1,1,complete
24,end_event_Loan application rejected,2017-10-11 01:36:16.232,Variant 1,1,complete
24,End,2017-10-11 01:36:16.232,Variant 1,1,End
25,Start,2017-10-11 01:40:14.928,Variant 4,4,Start
