Case ID,Activity,Complete Timestamp,Variant,Variant index,lifecycle:transition,noise
1,Verify repayment agreement,2017-09-16 09:50:05.554,Variant 41,41,complete,
1,Approve application,2017-09-16 12:59:33.144,Variant 41,41,complete,
1,end_event_Loan  application approved,2017-09-16 13:21:03.346,Variant 41,41,complete,
1,End,2017-09-16 13:21:03.346,Variant 41,41,End,End
2,Start,2017-09-16 03:20:53.855,Variant 13,13,Start,Start
2,start_event_Loan  application received,2017-09-16 03:20:53.855,Variant 13,13,complete,
2,Check  application  form completeness,2017-09-16 03:38:36.804,Variant 13,13,complete,
2,Appraise property,2017-09-16 03:43:23.725,Variant 13,13,complete,
2,Check credit history,2017-09-16 09:14:25.078,Variant 13,13,complete,
2,Assess loan risk,2017-09-16 11:19:40.618,Variant 13,13,complete,
2,Assess eligibility,2017-09-16 12:55:47.002,Variant 13,13,complete,
2,Check if home insurance quote is requested,2017-09-16 14:25:31.670,Variant 13,13,complete,
2,Send home insurance quote,2017-09-16 14:29:03.099,Variant 13,13,complete,
2,Verify repayment agreement,2017-09-16 14:34:30.283,Variant 13,13,complete,
2,Cancel application,2017-09-16 15:10:32.294,Variant 13,13,complete,
2,end_event_Loan  application canceled,2017-09-16 15:44:34.874,Variant 13,13,complete,
2,End,2017-09-16 15:44:34.874,Variant 13,13,End,End
3,Start,2017-09-18 14:30:46.713,Variant 1,1,Start,Start
3,start_event_Loan  application received,2017-09-18 14:30:46.713,Variant 1,1,complete,
3,Check  application  form completeness,2017-09-18 14:45:40.180,Variant 1,1,complete,
3,Appraise property,2017-09-18 14:47:40.660,Variant 1,1,complete,
3,Check credit history,2017-09-18 15:58:58.719,Variant 1,1,complete,
3,Assess loan risk,2017-09-18 17:42:04.923,Variant 1,1,complete,
3,Assess eligibility,2017-09-18 17:44:48.307,Variant 1,1,complete,
3,Reject application,2017-09-18 18:22:52.092,Variant 1,1,complete,
3,end_event_Loan application rejected,2017-09-18 18:44:51.357,Variant 1,1,complete,
3,End,2017-09-18 18:44:51.357,Variant 1,1,End,End
4,Start,2017-09-18 18:44:51.357,Variant 42,42,Start,Start
4,Return application back to applicant,2017-09-18 18:44:51.357,Variant 42,42,,true
4,start_event_Loan  application received,2017-09-19 03:04:33.813,Variant 42,42,complete,
4,Check  application  form completeness,2017-09-19 04:06:01.716,Variant 42,42,complete,
4,Check credit history,2017-09-19 06:25:36.407,Variant 42,42,complete,
4,Appraise property,2017-09-19 07:05:57.981,Variant 42,42,complete,
4,Assess loan risk,2017-09-19 08:15:06.635,Variant 42,42,complete,
4,Verify repayment agreement,2017-09-19 08:15:06.635,Variant 42,42,,true
4,Assess eligibility,2017-09-19 10:15:52.306,Variant 42,42,complete,
4,Reject application,2017-09-19 10:43:55.386,Variant 42,42,complete,
4,end_event_Loan application rejected,2017-09-19 11:13:21.292,Variant 42,42,complete,
4,End,2017-09-19 11:13:21.292,Variant 42,42,End,End
5,Start,2017-09-20 19:59:05.092,Variant 11,11,Start,Start
5,start_event_Loan  application received,2017-09-20 19:59:05.092,Variant 11,11,complete,
5,Check  application  form completeness,2017-09-20 20:08:29.176,Variant 11,11,complete,
5,Check credit history,2017-09-20 20:10:57.359,Variant 11,11,complete,
5,Appraise property,2017-09-20 21:39:13.601,Variant 11,11,complete,
5,Assess loan risk,2017-09-20 21:49:02.084,Variant 11,11,complete,
5,Assess eligibility,2017-09-20 22:22:51.547,Variant 11,11,complete,
5,Check if home insurance quote is requested,2017-09-20 23:39:15.890,Variant 11,11,complete,
5,Send home insurance quote,2017-09-20 23:48:59.529,Variant 11,11,complete,
5,Verify repayment agreement,2017-09-20 23:50:02.874,Variant 11,11,complete,
5,Approve application,2017-09-20 23:59:13.529,Variant 11,11,complete,
5,end_event_Loan  application approved,2017-09-21 03:55:07.033,Variant 11,11,complete,
5,End,2017-09-21 03:55:07.033,Variant 11,11,End,End
6,Start,2017-09-21 21:53:47.008,Variant 1,1,Start,Start
6,start_event_Loan  application received,2017-09-21 21:53:47.008,Variant 1,1,complete,
6,Check  application  form completeness,2017-09-22 00:02:36.283,Variant 1,1,complete,
6,Appraise property,2017-09-22 00:49:16.165,Variant 1,1,complete,
6,Check credit history,2017-09-22 01:59:12.497,Variant 1,1,complete,
6,Assess loan risk,2017-09-22 02:17:31.230,Variant 1,1,complete,
6,Assess eligibility,2017-09-22 02:56:46.425,Variant 1,1,complete,
6,Reject application,2017-09-22 04:00:09.110,Variant 1,1,complete,
6,end_event_Loan application rejected,2017-09-22 05:13:54.009,Variant 1,1,complete,
6,End,2017-09-22 05:13:54.009,Variant 1,1,End,End
7,Start,2017-09-22 13:02:10.097,Variant 4,4,Start,Start
7,start_event_Loan  application received,2017-09-22 13:02:10.097,Variant 4,4,complete,
7,Check  application  form completeness,2017-09-22 14:02:20.566,Variant 4,4,complete,
7,Check credit history,2017-09-22 14:53:08.687,Variant 4,4,complete,
7,Assess loan risk,2017-09-22 15:09:17.808,Variant 4,4,complete,
7,Appraise property,2017-09-22 19:15:25.235,Variant 4,4,complete,
7,Assess eligibility,2017-09-22 19:33:12.386,Variant 4,4,complete,
7,Reject application,2017-09-22 19:58:54.851,Variant 4,4,complete,
7,end_event_Loan application rejected,2017-09-22 21:25:57.556,Variant 4,4,complete,
7,End,2017-09-22 21:25:57.556,Variant 4,4,End,End
8,Start,2017-09-23 16:38:05.027,Variant 43,43,Start,Start
8,start_event_Loan  application received,2017-09-23 16:38:05.027,Variant 43,43,complete,
8,Check  application  form completeness,2017-09-23 17:11:14.808,Variant 43,43,complete,
8,Return application back to applicant,2017-09-23 17:18:16.052,Variant 43,43,complete,
8,Receive updated application,2017-09-23 19:04:03.707,Variant 43,43,complete,
8,Check  application  form completeness,2017-09-23 20:02:58.346,Variant 43,43,complete,
8,Verify repayment agreement,2017-09-23 20:02:58.346,Variant 43,43,,true
8,Appraise property,2017-09-23 22:08:03.372,Variant 43,43,complete,
8,Check credit history,2017-09-23 22:23:48.954,Variant 43,43,complete,
8,Assess loan risk,2017-09-24 00:20:30.114,Variant 43,43,complete,
8,Assess eligibility,2017-09-24 00:53:48.019,Variant 43,43,complete,
8,Check if home insurance quote is requested,2017-09-24 03:13:09.430,Variant 43,43,complete,
8,Send acceptance pack,2017-09-24 03:22:08.903,Variant 43,43,complete,
8,Verify repayment agreement,2017-09-24 03:54:03.738,Variant 43,43,complete,
8,Cancel application,2017-09-24 05:16:17.368,Variant 43,43,complete,
8,end_event_Loan  application canceled,2017-09-24 05:34:09.906,Variant 43,43,complete,
8,End,2017-09-24 05:34:09.906,Variant 43,43,End,End
9,Start,2017-09-25 00:31:15.316,Variant 1,1,Start,Start
9,start_event_Loan  application received,2017-09-25 00:31:15.316,Variant 1,1,complete,
9,Check  application  form completeness,2017-09-25 01:18:20.500,Variant 1,1,complete,
9,Appraise property,2017-09-25 02:15:22.140,Variant 1,1,complete,
9,Check credit history,2017-09-25 06:51:11.010,Variant 1,1,complete,
9,Assess loan risk,2017-09-25 10:22:12.958,Variant 1,1,complete,
9,Assess eligibility,2017-09-25 10:24:17.816,Variant 1,1,complete,
9,Reject application,2017-09-25 11:58:13.480,Variant 1,1,complete,
9,end_event_Loan application rejected,2017-09-25 12:55:55.936,Variant 1,1,complete,
9,End,2017-09-25 12:55:55.936,Variant 1,1,End,End
10,Start,2017-09-25 09:38:42.307,Variant 9,9,Start,Start
10,start_event_Loan  application received,2017-09-25 09:38:42.307,Variant 9,9,complete,
10,Check  application  form completeness,2017-09-25 11:16:58.663,Variant 9,9,complete,
10,Appraise property,2017-09-25 13:03:41.028,Variant 9,9,complete,
10,Check credit history,2017-09-25 15:54:07.839,Variant 9,9,complete,
10,Assess loan risk,2017-09-25 16:20:38.744,Variant 9,9,complete,
10,Assess eligibility,2017-09-25 17:24:28.666,Variant 9,9,complete,
10,Check if home insurance quote is requested,2017-09-25 20:37:38.278,Variant 9,9,complete,
10,Send acceptance pack,2017-09-25 20:42:12.649,Variant 9,9,complete,
10,Verify repayment agreement,2017-09-25 20:43:16.377,Variant 9,9,complete,
10,Cancel application,2017-09-25 22:17:17.028,Variant 9,9,complete,
10,end_event_Loan  application canceled,2017-09-25 22:28:18.271,Variant 9,9,complete,
10,End,2017-09-25 22:28:18.271,Variant 9,9,End,End
11,Start,2017-09-27 01:16:59.462,Variant 44,44,Start,Start
11,start_event_Loan  application received,2017-09-27 01:16:59.462,Variant 44,44,complete,
11,Check  application  form completeness,2017-09-27 01:31:33.900,Variant 44,44,complete,
11,Appraise property,2017-09-27 02:59:11.491,Variant 44,44,complete,
11,Check if home insurance quote is requested,2017-09-27 02:59:11.491,Variant 44,44,,true
11,Check credit history,2017-09-27 04:01:57.126,Variant 44,44,complete,
11,Assess loan risk,2017-09-27 04:05:59.648,Variant 44,44,complete,
11,Assess eligibility,2017-09-27 04:14:17.489,Variant 44,44,complete,
11,Reject application,2017-09-27 04:47:46.686,Variant 44,44,complete,
11,end_event_Loan application rejected,2017-09-27 05:14:37.625,Variant 44,44,complete,
11,End,2017-09-27 05:14:37.625,Variant 44,44,End,End
12,Start,2017-09-27 03:19:38.062,Variant 45,45,Start,Start
12,start_event_Loan  application received,2017-09-27 03:19:38.062,Variant 45,45,complete,
12,Check  application  form completeness,2017-09-27 03:55:10.292,Variant 45,45,complete,
12,Return application back to applicant,2017-09-27 05:09:08.019,Variant 45,45,complete,
12,Receive updated application,2017-09-27 07:39:25.536,Variant 45,45,complete,
12,Check  application  form completeness,2017-09-27 08:27:47.126,Variant 45,45,complete,
12,Cancel application,2017-09-27 08:27:47.126,Variant 45,45,,true
12,Return application back to applicant,2017-09-27 08:48:56.171,Variant 45,45,complete,
12,Receive updated application,2017-09-27 09:32:34.873,Variant 45,45,complete,
12,Check  application  form completeness,2017-09-27 10:12:11.363,Variant 45,45,complete,
12,Return application back to applicant,2017-09-27 12:35:13.884,Variant 45,45,complete,
12,Receive updated application,2017-09-27 13:31:49.217,Variant 45,45,complete,
12,Check  application  form completeness,2017-09-27 14:00:25.599,Variant 45,45,complete,
12,Return application back to applicant,2017-09-27 15:18:12.561,Variant 45,45,complete,
12,Receive updated application,2017-09-27 16:21:46.236,Variant 45,45,complete,
12,Check  application  form completeness,2017-09-27 18:00:21.559,Variant 45,45,complete,
12,Appraise property,2017-09-27 18:40:26.370,Variant 45,45,complete,
12,Check credit history,2017-09-27 19:19:44.727,Variant 45,45,complete,
12,Approve application,2017-09-27 19:19:44.727,Variant 45,45,,true
12,Assess loan risk,2017-09-27 22:20:03.060,Variant 45,45,complete,
12,Assess eligibility,2017-09-27 23:06:45.748,Variant 45,45,complete,
12,Check if home insurance quote is requested,2017-09-27 23:28:12.798,Variant 45,45,complete,
12,Send home insurance quote,2017-09-28 00:46:15.940,Variant 45,45,complete,
12,Verify repayment agreement,2017-09-28 01:07:57.302,Variant 45,45,complete,
12,Approve application,2017-09-28 01:18:57.266,Variant 45,45,complete,
12,end_event_Loan  application approved,2017-09-28 01:59:47.580,Variant 45,45,complete,
12,End,2017-09-28 01:59:47.580,Variant 45,45,End,End
13,Start,2017-09-27 14:29:13.289,Variant 13,13,Start,Start
13,start_event_Loan  application received,2017-09-27 14:29:13.289,Variant 13,13,complete,
13,Check  application  form completeness,2017-09-27 14:59:49.831,Variant 13,13,complete,
13,Appraise property,2017-09-27 15:57:34.101,Variant 13,13,complete,
13,Check credit history,2017-09-27 16:27:55.797,Variant 13,13,complete,
13,Assess loan risk,2017-09-27 18:18:47.580,Variant 13,13,complete,
13,Assess eligibility,2017-09-27 18:45:18.479,Variant 13,13,complete,
13,Check if home insurance quote is requested,2017-09-27 21:13:46.718,Variant 13,13,complete,
13,Send home insurance quote,2017-09-28 00:29:54.384,Variant 13,13,complete,
13,Verify repayment agreement,2017-09-28 00:50:52.692,Variant 13,13,complete,
13,Cancel application,2017-09-28 01:03:26.467,Variant 13,13,complete,
13,end_event_Loan  application canceled,2017-09-28 02:20:48.694,Variant 13,13,complete,
13,End,2017-09-28 02:20:48.694,Variant 13,13,End,End
14,Start,2017-09-28 02:20:48.694,Variant 46,46,Start,Start
14,Return application back to applicant,2017-09-28 02:20:48.694,Variant 46,46,,true
14,start_event_Loan  application received,2017-09-27 14:34:29.434,Variant 46,46,complete,
14,Check  application  form completeness,2017-09-27 15:10:57.908,Variant 46,46,complete,
14,Return application back to applicant,2017-09-27 17:34:19.458,Variant 46,46,complete,
14,Receive updated application,2017-09-27 17:48:01.915,Variant 46,46,complete,
14,Check  application  form completeness,2017-09-27 18:44:15.025,Variant 46,46,complete,
14,Appraise property,2017-09-27 19:21:31.146,Variant 46,46,complete,
14,Check credit history,2017-09-27 20:45:33.756,Variant 46,46,complete,
14,Assess loan risk,2017-09-28 00:10:01.468,Variant 46,46,complete,
14,Assess eligibility,2017-09-28 01:04:09.097,Variant 46,46,complete,
14,Reject application,2017-09-28 02:22:49.039,Variant 46,46,complete,
14,end_event_Loan application rejected,2017-09-28 03:50:34.237,Variant 46,46,complete,
14,End,2017-09-28 03:50:34.237,Variant 46,46,End,End
15,Start,2017-09-28 08:11:08.383,Variant 47,47,Start,Start
15,start_event_Loan  application received,2017-09-28 08:11:08.383,Variant 47,47,complete,
15,Check  application  form completeness,2017-09-28 09:43:57.515,Variant 47,47,complete,
15,Check  application  form completeness,2017-09-28 09:43:57.515,Variant 47,47,,true
15,Check credit history,2017-09-28 11:26:56.772,Variant 47,47,complete,
15,Assess loan risk,2017-09-28 13:16:25.495,Variant 47,47,complete,
15,Appraise property,2017-09-28 15:51:58.322,Variant 47,47,complete,
15,Assess eligibility,2017-09-28 16:30:33.104,Variant 47,47,complete,
15,Reject application,2017-09-28 16:33:47.527,Variant 47,47,complete,
15,end_event_Loan application rejected,2017-09-28 16:40:00.125,Variant 47,47,complete,
15,End,2017-09-28 16:40:00.125,Variant 47,47,End,End
16,Start,2017-10-01 08:59:47.676,Variant 2,2,Start,Start
16,start_event_Loan  application received,2017-10-01 08:59:47.676,Variant 2,2,complete,
16,Check  application  form completeness,2017-10-01 09:00:40.109,Variant 2,2,complete,
16,Return application back to applicant,2017-10-01 11:02:25.973,Variant 2,2,complete,
16,Receive updated application,2017-10-01 15:41:35.835,Variant 2,2,complete,
16,Check  application  form completeness,2017-10-01 16:34:58.969,Variant 2,2,complete,
16,Appraise property,2017-10-01 17:10:14.085,Variant 2,2,complete,
16,Check credit history,2017-10-01 17:21:04.092,Variant 2,2,complete,
16,Assess loan risk,2017-10-01 17:30:53.718,Variant 2,2,complete,
16,Assess eligibility,2017-10-01 20:11:13.752,Variant 2,2,complete,
16,Reject application,2017-10-01 20:20:26.478,Variant 2,2,complete,
16,end_event_Loan application rejected,2017-10-01 20:33:20.451,Variant 2,2,complete,
16,End,2017-10-01 20:33:20.451,Variant 2,2,End,End
17,Start,2017-10-03 22:45:11.851,Variant 48,48,Start,Start
17,start_event_Loan  application received,2017-10-03 22:45:11.851,Variant 48,48,complete,
17,Check  application  form completeness,2017-10-03 23:12:59.649,Variant 48,48,complete,
17,Return application back to applicant,2017-10-03 23:18:36.192,Variant 48,48,complete,
17,Receive updated application,2017-10-03 23:47:16.550,Variant 48,48,complete,
17,Check  application  form completeness,2017-10-04 00:41:16.637,Variant 48,48,complete,
17,Return application back to applicant,2017-10-04 00:56:06.099,Variant 48,48,complete,
17,Receive updated application,2017-10-04 02:41:42.920,Variant 48,48,complete,
17,Check  application  form completeness,2017-10-04 02:44:32.450,Variant 48,48,complete,
17,Appraise property,2017-10-04 03:11:07.891,Variant 48,48,complete,
17,Cancel application,2017-10-04 03:11:07.891,Variant 48,48,,true
17,Check credit history,2017-10-04 03:38:53.120,Variant 48,48,complete,
17,Assess loan risk,2017-10-04 08:09:39.586,Variant 48,48,complete,
17,Assess eligibility,2017-10-04 09:02:29.047,Variant 48,48,complete,
17,Reject application,2017-10-04 09:13:17.810,Variant 48,48,complete,
17,end_event_Loan application rejected,2017-10-04 10:27:36.079,Variant 48,48,complete,
17,End,2017-10-04 10:27:36.079,Variant 48,48,End,End
18,Start,2017-10-04 18:22:41.903,Variant 5,5,Start,Start
18,start_event_Loan  application received,2017-10-04 18:22:41.903,Variant 5,5,complete,
18,Check  application  form completeness,2017-10-04 19:24:03.784,Variant 5,5,complete,
18,Return application back to applicant,2017-10-04 19:38:10.333,Variant 5,5,complete,
18,Receive updated application,2017-10-05 00:12:41.738,Variant 5,5,complete,
18,Check  application  form completeness,2017-10-05 00:22:12.471,Variant 5,5,complete,
18,Check credit history,2017-10-05 00:56:46.128,Variant 5,5,complete,
18,Assess loan risk,2017-10-05 01:41:26.833,Variant 5,5,complete,
18,Appraise property,2017-10-05 02:38:32.283,Variant 5,5,complete,
18,Assess eligibility,2017-10-05 03:15:27.665,Variant 5,5,complete,
18,Reject application,2017-10-05 06:52:07.660,Variant 5,5,complete,
18,end_event_Loan application rejected,2017-10-05 08:15:25.323,Variant 5,5,complete,
18,End,2017-10-05 08:15:25.323,Variant 5,5,End,End
19,Start,2017-10-06 14:29:15.003,Variant 49,49,Start,Start
19,start_event_Loan  application received,2017-10-06 14:29:15.003,Variant 49,49,complete,
19,Check  application  form completeness,2017-10-06 15:48:28.284,Variant 49,49,complete,
19,Return application back to applicant,2017-10-06 17:13:37.358,Variant 49,49,complete,
19,Receive updated application,2017-10-06 17:57:31.104,Variant 49,49,complete,
19,Assess loan risk,2017-10-06 17:57:31.104,Variant 49,49,,true
19,Check  application  form completeness,2017-10-06 18:04:11.585,Variant 49,49,complete,
19,Check credit history,2017-10-06 18:29:49.502,Variant 49,49,complete,
19,Appraise property,2017-10-06 19:20:09.759,Variant 49,49,complete,
19,Assess loan risk,2017-10-06 20:36:04.585,Variant 49,49,complete,
19,Assess eligibility,2017-10-06 21:38:46.030,Variant 49,49,complete,
19,Reject application,2017-10-06 22:35:14.352,Variant 49,49,complete,
19,end_event_Loan application rejected,2017-10-06 22:47:13.086,Variant 49,49,complete,
19,End,2017-10-06 22:47:13.086,Variant 49,49,End,End
20,Start,2017-10-07 01:19:38.208,Variant 24,24,Start,Start
20,start_event_Loan  application received,2017-10-07 01:19:38.208,Variant 24,24,complete,
20,Check  application  form completeness,2017-10-07 02:19:37.965,Variant 24,24,complete,
20,Return application back to applicant,2017-10-07 02:42:26.008,Variant 24,24,complete,
20,Receive updated application,2017-10-07 02:55:02.273,Variant 24,24,complete,
20,Check  application  form completeness,2017-10-07 03:17:00.181,Variant 24,24,complete,
20,Return application back to applicant,2017-10-07 03:40:51.787,Variant 24,24,complete,
20,Receive updated application,2017-10-07 04:20:42.741,Variant 24,24,complete,
20,Check  application  form completeness,2017-10-07 05:57:24.872,Variant 24,24,complete,
20,Appraise property,2017-10-07 06:00:02.726,Variant 24,24,complete,
20,Check credit history,2017-10-07 06:31:15.298,Variant 24,24,complete,
20,Assess loan risk,2017-10-07 08:23:52.697,Variant 24,24,complete,
20,Assess eligibility,2017-10-07 08:26:46.953,Variant 24,24,complete,
20,Check if home insurance quote is requested,2017-10-07 09:24:10.066,Variant 24,24,complete,
20,Send acceptance pack,2017-10-07 09:27:46.224,Variant 24,24,complete,
20,Verify repayment agreement,2017-10-07 09:47:00.971,Variant 24,24,complete,
20,Cancel application,2017-10-07 10:23:23.839,Variant 24,24,complete,
20,end_event_Loan  application canceled,2017-10-07 10:27:58.436,Variant 24,24,complete,
20,End,2017-10-07 10:27:58.436,Variant 24,24,End,End
21,Start,2017-10-07 03:13:31.613,Variant 11,11,Start,Start
21,start_event_Loan  application received,2017-10-07 03:13:31.613,Variant 11,11,complete,
21,Check  application  form completeness,2017-10-07 03:34:59.865,Variant 11,11,complete,
21,Check credit history,2017-10-07 04:15:43.084,Variant 11,11,complete,
21,Appraise property,2017-10-07 06:06:40.409,Variant 11,11,complete,
21,Assess loan risk,2017-10-07 07:44:59.611,Variant 11,11,complete,
21,Assess eligibility,2017-10-07 07:49:02.313,Variant 11,11,complete,
21,Check if home insurance quote is requested,2017-10-07 08:23:19.725,Variant 11,11,complete,
21,Send home insurance quote,2017-10-07 09:12:42.471,Variant 11,11,complete,
21,Verify repayment agreement,2017-10-07 10:07:46.144,Variant 11,11,complete,
21,Approve application,2017-10-07 10:34:16.308,Variant 11,11,complete,
21,end_event_Loan  application approved,2017-10-07 12:04:02.918,Variant 11,11,complete,
21,End,2017-10-07 12:04:02.918,Variant 11,11,End,End
22,Start,2017-10-07 19:03:37.288,Variant 50,50,Start,Start
22,start_event_Loan  application received,2017-10-07 19:03:37.288,Variant 50,50,complete,
22,Check  application  form completeness,2017-10-07 19:04:20.577,Variant 50,50,complete,
22,Return application back to applicant,2017-10-07 20:53:56.670,Variant 50,50,complete,
22,Receive updated application,2017-10-07 22:02:53.820,Variant 50,50,complete,
22,Check  application  form completeness,2017-10-07 22:07:00.579,Variant 50,50,complete,
22,Return application back to applicant,2017-10-07 22:09:40.776,Variant 50,50,complete,
22,Receive updated application,2017-10-07 23:40:41.344,Variant 50,50,complete,
22,Check  application  form completeness,2017-10-07 23:48:13.551,Variant 50,50,complete,
22,Return application back to applicant,2017-10-07 23:54:26.235,Variant 50,50,complete,
22,Receive updated application,2017-10-08 00:03:22.779,Variant 50,50,complete,
22,Check  application  form completeness,2017-10-08 00:13:29.289,Variant 50,50,complete,
22,Return application back to applicant,2017-10-08 01:25:08.625,Variant 50,50,complete,
22,Receive updated application,2017-10-08 01:45:14.458,Variant 50,50,complete,
22,Check  application  form completeness,2017-10-08 02:14:05.999,Variant 50,50,complete,
22,Appraise property,2017-10-08 03:09:24.959,Variant 50,50,complete,
22,Check credit history,2017-10-08 03:22:54.047,Variant 50,50,complete,
22,Assess loan risk,2017-10-08 05:07:16.431,Variant 50,50,complete,
22,Appraise property,2017-10-08 05:07:16.431,Variant 50,50,,true
22,Assess eligibility,2017-10-08 07:25:37.356,Variant 50,50,complete,
22,Check if home insurance quote is requested,2017-10-08 08:19:36.345,Variant 50,50,complete,
22,Send home insurance quote,2017-10-08 09:04:50.440,Variant 50,50,complete,
22,Verify repayment agreement,2017-10-08 09:11:10.439,Variant 50,50,complete,
22,Cancel application,2017-10-08 09:18:14.525,Variant 50,50,complete,
22,end_event_Loan  application canceled,2017-10-08 09:29:36.541,Variant 50,50,complete,
22,End,2017-10-08 09:29:36.541,Variant 50,50,End,End
23,Start,2017-10-10 22:25:41.216,Variant 51,51,Start,Start
23,start_event_Loan  application received,2017-10-10 22:25:41.216,Variant 51,51,complete,
23,Check  application  form completeness,2017-10-10 22:44:02.803,Variant 51,51,complete,
23,Send home insurance quote,2017-10-10 22:44:02.803,Variant 51,51,,true
23,Return application back to applicant,2017-10-10 23:44:13.011,Variant 51,51,complete,
23,Receive updated application,2017-10-11 00:36:53.484,Variant 51,51,complete,
23,Check  application  form completeness,2017-10-11 00:37:20.618,Variant 51,51,complete,
23,Appraise property,2017-10-11 03:52:51.516,Variant 51,51,complete,
23,Check credit history,2017-10-11 03:56:47.881,Variant 51,51,complete,
23,Assess loan risk,2017-10-11 05:02:22.472,Variant 51,51,complete,
23,Assess eligibility,2017-10-11 05:33:36.722,Variant 51,51,complete,
23,Reject application,2017-10-11 05:59:46.163,Variant 51,51,complete,
23,end_event_Loan application rejected,2017-10-11 07:12:34.973,Variant 51,51,complete,
23,End,2017-10-11 07:12:34.973,Variant 51,51,End,End
24,Start,2017-10-11 15:58:21.844,Variant 35,35,Start,Start
24,start_event_Loan  application received,2017-10-11 15:58:21.844,Variant 35,35,complete,
24,Check  application  form completeness,2017-10-11 17:06:17.392,Variant 35,35,complete,
24,Return application back to applicant,2017-10-11 17:08:52.465,Variant 35,35,complete,
24,Receive updated application,2017-10-11 17:58:36.760,Variant 35,35,complete,
24,Check  application  form completeness,2017-10-11 20:46:52.352,Variant 35,35,complete,
24,Appraise property,2017-10-11 22:41:29.024,Variant 35,35,complete,
24,Check credit history,2017-10-11 23:37:52.851,Variant 35,35,complete,
24,Assess loan risk,2017-10-12 00:37:28.596,Variant 35,35,complete,
24,Assess eligibility,2017-10-12 00:57:10.612,Variant 35,35,complete,
24,Check if home insurance quote is requested,2017-10-12 02:31:19.202,Variant 35,35,complete,
24,Send acceptance pack,2017-10-12 02:59:32.376,Variant 35,35,complete,
24,Verify repayment agreement,2017-10-12 03:34:36.245,Variant 35,35,complete,
24,Cancel application,2017-10-12 03:46:07.014,Variant 35,35,complete,
24,end_event_Loan  application canceled,2017-10-12 03:55:41.922,Variant 35,35,complete,
24,End,2017-10-12 03:55:41.922,Variant 35,35,End,End
25,Start,2017-10-12 01:52:19.635,Variant 18,18,Start,Start
25,start_event_Loan  application received,2017-10-12 01:52:19.635,Variant 18,18,complete,
25,Check  application  form completeness,2017-10-12 04:40:42.820,Variant 18,18,complete,
25,Return application back to applicant,2017-10-12 04:50:17.530,Variant 18,18,complete,
25,Receive updated application,2017-10-12 06:59:29.091,Variant 18,18,complete,
25,Check  application  form completeness,2017-10-12 09:25:44.821,Variant 18,18,complete,
25,Return application back to applicant,2017-10-12 09:48:52.603,Variant 18,18,complete,
25,Receive updated application,2017-10-12 10:04:46.441,Variant 18,18,complete,
25,Check  application  form completeness,2017-10-12 12:12:56.838,Variant 18,18,complete,
